method,partition,observation_row,global_sequence_index,parent_id,traversal_id,sequence_index,event,identity,score
combined,selection,151953,168141,S09_flat_complex_C07,S09_flat_complex_C07:edge_0054:d0,21,junction,S09_flat_complex_C07:node:node_0057,6.990344589005497
combined,selection,152019,168207,S09_flat_complex_C07,S09_flat_complex_C07:edge_0056:d0,13,junction,S09_flat_complex_C07:node:node_0057,8.319510415658122
combined,selection,155387,171575,S09_flat_complex_C08,S09_flat_complex_C08:edge_0045:d1,13,corridor,,9.281392611765238
combined,selection,155584,171772,S09_flat_complex_C08,S09_flat_complex_C08:edge_0052:d0,12,corridor,,6.367346039834585
combined,selection,155600,171788,S09_flat_complex_C08,S09_flat_complex_C08:edge_0052:d1,12,terminal,S09_flat_complex_C08:node:node_0050,6.405377836896582
combined,selection,180148,200250,S10_3d_complex_C07,S10_3d_complex_C07:edge_0003:d1,11,corridor,,6.507751049795133
combined,selection,181373,201475,S10_3d_complex_C07,S10_3d_complex_C07:edge_0058:d0,11,corridor,,8.273897330053149
combined,selection,181385,201487,S10_3d_complex_C07,S10_3d_complex_C07:edge_0058:d1,11,junction,S10_3d_complex_C07:node:node_0055,6.499046759162531
combined,selection,181854,201956,S10_3d_complex_C07,S10_3d_complex_C07:edge_0077:d1,12,corridor,,8.292601441132279
combined,selection,183195,203297,S10_3d_complex_C07,S10_3d_complex_C07:edge_0125:d1,12,corridor,,6.41430994046363
combined,selection,183208,203310,S10_3d_complex_C07,S10_3d_complex_C07:edge_0126:d0,12,geometry_transition,S10_3d_complex_C07:edge_0126:geometry_change_point:000,6.863709532211339
combined,selection,183238,203340,S10_3d_complex_C07,S10_3d_complex_C07:edge_0126:d1,19,junction,S10_3d_complex_C07:node:node_0119,7.2204682250289505
combined,selection,183325,203427,S10_3d_complex_C07,S10_3d_complex_C07:edge_0129:d0,19,terminal,S10_3d_complex_C07:node:node_0144,6.61853331638707
combined,selection,183379,203481,S10_3d_complex_C07,S10_3d_complex_C07:edge_0131:d0,13,corridor,,6.373901100796931
combined,selection,183399,203501,S10_3d_complex_C07,S10_3d_complex_C07:edge_0131:d1,14,terminal,S10_3d_complex_C07:node:node_0122,6.97505679599904
combined,selection,183528,203630,S10_3d_complex_C07,S10_3d_complex_C07:edge_0136:d0,12,terminal,S10_3d_complex_C07:node:node_0147,6.440978963393456
combined,selection,183545,203647,S10_3d_complex_C07,S10_3d_complex_C07:edge_0136:d1,12,corridor,,6.9114500506414505
combined,selection,183959,204061,S10_3d_complex_C07,S10_3d_complex_C07:edge_0159:d1,11,corridor,,6.724905043926465
combined,selection,184525,204627,S10_3d_complex_C08,S10_3d_complex_C08:edge_0017:d1,14,junction,S10_3d_complex_C08:node:node_0015,6.331532771483937
combined,selection,184615,204717,S10_3d_complex_C08,S10_3d_complex_C08:edge_0021:d0,11,corridor,,20.140020479727667
combined,selection,184631,204733,S10_3d_complex_C08,S10_3d_complex_C08:edge_0021:d1,13,junction,S10_3d_complex_C08:node:node_0019,18.771999955662803
combined,selection,185483,205585,S10_3d_complex_C08,S10_3d_complex_C08:edge_0050:d0,11,junction,S10_3d_complex_C08:node:node_0052,6.6302218690744965
combined,selection,185497,205599,S10_3d_complex_C08,S10_3d_complex_C08:edge_0050:d1,12,terminal,S10_3d_complex_C08:node:node_0048,7.375531889599421
combined,selection,186353,206455,S10_3d_complex_C08,S10_3d_complex_C08:edge_0079:d0,11,junction,S10_3d_complex_C08:node:node_0079,8.786703551238192
combined,selection,186365,206467,S10_3d_complex_C08,S10_3d_complex_C08:edge_0079:d1,11,corridor,,15.923495463917218
combined,selection,187234,207336,S10_3d_complex_C08,S10_3d_complex_C08:edge_0117:d0,20,junction,S10_3d_complex_C08:node:node_0133,12.094815544060834
combined,selection,187980,208082,S10_3d_complex_C08,S10_3d_complex_C08:edge_0159:d0,16,terminal,S10_3d_complex_C08:node:node_0162,6.4535468262168205
combined,selection,187999,208101,S10_3d_complex_C08,S10_3d_complex_C08:edge_0159:d1,13,corridor,,6.627287823200821
combined,selection,188101,208203,S10_3d_complex_C08,S10_3d_complex_C08:edge_0165:d0,15,terminal,S10_3d_complex_C08:node:node_0163,7.507147531341643
combined,selection,188121,208223,S10_3d_complex_C08,S10_3d_complex_C08:edge_0165:d1,15,junction,S10_3d_complex_C08:node:node_0161,7.933096124531865
