method,partition,observation_row,global_sequence_index,parent_id,traversal_id,sequence_index,event,identity,score
geometry,fit,1632,1632,S01_flat_tree_small_C02,S01_flat_tree_small_C02:edge_0014:d1,12,corridor,,7.9400934942179076
geometry,fit,2495,2495,S01_flat_tree_small_C03,S01_flat_tree_small_C03:edge_0004:d0,11,corridor,,20.815426012492715
geometry,fit,9427,10901,S02_3d_tree_small_C01,S02_3d_tree_small_C01:edge_0001:d0,11,corridor,,7.742410593329703
geometry,fit,12411,13885,S02_3d_tree_small_C03,S02_3d_tree_small_C03:edge_0015:d1,13,junction,S02_3d_tree_small_C03:node:node_0013,7.701277446579387
geometry,fit,13144,14618,S02_3d_tree_small_C03,S02_3d_tree_small_C03:edge_0041:d0,16,corridor,,7.316500052771208
geometry,fit,15297,16771,S02_3d_tree_small_C05,S02_3d_tree_small_C05:edge_0037:d0,11,corridor,,10.298622390836895
geometry,fit,15323,16797,S02_3d_tree_small_C05,S02_3d_tree_small_C05:edge_0037:d1,18,junction,S02_3d_tree_small_C05:node:node_0035,14.935121913356706
geometry,fit,16244,17718,S02_3d_tree_small_C06,S02_3d_tree_small_C06:edge_0013:d0,12,corridor,,8.039825212408052
geometry,fit,16659,18133,S02_3d_tree_small_C06,S02_3d_tree_small_C06:edge_0031:d0,11,corridor,,14.7632582493732
geometry,fit,16664,18138,S02_3d_tree_small_C06,S02_3d_tree_small_C06:edge_0031:d0,16,corridor,,21.477729507712706
geometry,fit,20372,23180,S03_flat_unicyclic_small_C01,S03_flat_unicyclic_small_C01:edge_0026:d1,11,junction,S03_flat_unicyclic_small_C01:node:node_0025,6.782605243338069
geometry,fit,20745,23553,S03_flat_unicyclic_small_C01,S03_flat_unicyclic_small_C01:edge_0039:d1,19,junction,S03_flat_unicyclic_small_C01:node:node_0038,7.374196385084952
geometry,fit,22225,25033,S03_flat_unicyclic_small_C02,S03_flat_unicyclic_small_C02:edge_0029:d1,11,corridor,,7.792069291512167
geometry,fit,22433,25241,S03_flat_unicyclic_small_C02,S03_flat_unicyclic_small_C02:edge_0036:d1,13,corridor,,11.50375212105126
geometry,fit,22572,25380,S03_flat_unicyclic_small_C02,S03_flat_unicyclic_small_C02:edge_0040:d1,18,corridor,,14.735873478052111
geometry,fit,25411,28219,S03_flat_unicyclic_small_C04,S03_flat_unicyclic_small_C04:edge_0012:d1,11,corridor,,7.190253655759634
geometry,fit,32467,36741,S04_3d_unicyclic_small_C01,S04_3d_unicyclic_small_C01:edge_0046:d0,11,corridor,,6.830361730989916
geometry,fit,32489,36763,S04_3d_unicyclic_small_C01,S04_3d_unicyclic_small_C01:edge_0046:d1,16,corridor,,7.549727593691461
geometry,fit,35067,39341,S04_3d_unicyclic_small_C03,S04_3d_unicyclic_small_C03:edge_0020:d0,13,junction,S04_3d_unicyclic_small_C03:node:node_0022,6.86640378470702
geometry,fit,35321,39595,S04_3d_unicyclic_small_C03,S04_3d_unicyclic_small_C03:edge_0028:d1,21,corridor,,34.34321637254848
geometry,fit,35584,39858,S04_3d_unicyclic_small_C03,S04_3d_unicyclic_small_C03:edge_0039:d0,18,junction,S04_3d_unicyclic_small_C03:node:node_0045,16.15829568020737
geometry,fit,35597,39871,S04_3d_unicyclic_small_C03,S04_3d_unicyclic_small_C03:edge_0039:d1,12,corridor,,9.568138957039649
geometry,fit,39540,43814,S04_3d_unicyclic_small_C06,S04_3d_unicyclic_small_C06:edge_0050:d1,13,corridor,,6.924603317660726
geometry,fit,46861,52759,S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0086:d0,13,corridor,,6.786846214670757
geometry,fit,48119,54017,S05_flat_branch_medium_C03,S05_flat_branch_medium_C03:edge_0037:d0,11,junction,S05_flat_branch_medium_C03:node:node_0036,12.520272341348159
geometry,fit,49523,55421,S05_flat_branch_medium_C03,S05_flat_branch_medium_C03:edge_0091:d0,13,corridor,,6.954755586962374
geometry,fit,50043,55941,S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0013:d0,19,junction,S05_flat_branch_medium_C04:node:node_0017,8.974511618583808
geometry,fit,51031,56929,S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0059:d0,11,terminal,S05_flat_branch_medium_C04:node:node_0061,8.08701577683006
geometry,fit,51137,57035,S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0063:d0,11,corridor,,7.681655551211314
geometry,fit,51561,57459,S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0080:d1,11,junction,S05_flat_branch_medium_C04:node:node_0078,7.3131164404926485
geometry,fit,62969,70899,S06_3d_branch_medium_C02,S06_3d_branch_medium_C02:edge_0016:d1,11,corridor,,7.924574328369552
geometry,fit,63839,71769,S06_3d_branch_medium_C02,S06_3d_branch_medium_C02:edge_0055:d0,17,junction,S06_3d_branch_medium_C02:node:node_0069,15.346157238000288
geometry,fit,64072,72002,S06_3d_branch_medium_C02,S06_3d_branch_medium_C02:edge_0066:d0,12,junction,S06_3d_branch_medium_C02:node:node_0069,7.5107443619723435
geometry,fit,66716,74646,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0011:d0,18,corridor,,8.068570367868425
geometry,fit,66730,74660,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0011:d1,13,turn,S06_3d_branch_medium_C04:edge_0011:turn:000,9.49048297671173
geometry,fit,67038,74968,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,17,geometry_transition,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,6.776789525872097
geometry,fit,67799,75729,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0047:d1,12,junction,S06_3d_branch_medium_C04:node:node_0045,9.593385288197238
geometry,fit,67948,75878,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0052:d0,14,corridor,,9.469047716857325
geometry,fit,67960,75890,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0052:d1,11,corridor,,8.778490842796687
geometry,fit,68072,76002,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0057:d0,14,corridor,,7.551005020020955
geometry,fit,68159,76089,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0060:d0,11,corridor,,9.805365655526646
geometry,fit,68171,76101,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0060:d1,11,corridor,,11.564246736935933
geometry,fit,68240,76170,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0063:d0,18,corridor,,7.787408023202283
geometry,fit,68955,76885,S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0085:d0,11,junction,S06_3d_branch_medium_C04:node:node_0086,8.344367393173652
geometry,fit,69314,77244,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0000:d1,11,corridor,,14.404984896043928
geometry,fit,69647,77577,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0013:d0,11,corridor,,34.84465954979793
geometry,fit,69675,77605,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0014:d0,11,corridor,,6.929133482054566
geometry,fit,69746,77676,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0016:d0,16,corridor,,7.169440017658036
geometry,fit,69752,77682,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0016:d0,22,corridor,,8.158162362652524
geometry,fit,70114,78044,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0028:d0,12,corridor,,6.880109212962899
geometry,fit,70146,78076,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0028:d1,21,corridor,,8.322492437548233
geometry,fit,70737,78667,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0061:d0,11,corridor,,9.018129660902748
geometry,fit,70971,78901,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0072:d0,11,junction,S06_3d_branch_medium_C05:node:node_0073,9.950995103494963
geometry,fit,71080,79010,S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0076:d0,12,geometry_transition,S06_3d_branch_medium_C05:node:node_0078,9.497315964344093
geometry,fit,72446,80376,S06_3d_branch_medium_C06,S06_3d_branch_medium_C06:edge_0036:d0,16,corridor,,9.683244690625195
geometry,fit,72919,80849,S06_3d_branch_medium_C06,S06_3d_branch_medium_C06:edge_0057:d0,13,corridor,,7.423423610344585
geometry,fit,72939,80869,S06_3d_branch_medium_C06,S06_3d_branch_medium_C06:edge_0057:d1,16,junction,S06_3d_branch_medium_C06:node:node_0054,7.6353327098852946
geometry,fit,73861,81791,S06_3d_branch_medium_C06,S06_3d_branch_medium_C06:edge_0096:d0,17,junction,S06_3d_branch_medium_C06:node:node_0098,7.410482240536114
geometry,fit,80183,90195,S07_flat_loop_rich_C01,S07_flat_loop_rich_C01:edge_0084:d1,14,junction,S07_flat_loop_rich_C01:node:node_0080,6.943366104800776
geometry,fit,80853,90865,S07_flat_loop_rich_C01,S07_flat_loop_rich_C01:edge_0115:d0,13,junction,S07_flat_loop_rich_C01:node:node_0114,18.020145560701742
geometry,fit,80866,90878,S07_flat_loop_rich_C01,S07_flat_loop_rich_C01:edge_0115:d1,12,corridor,,17.059080902441917
geometry,fit,86113,96125,S07_flat_loop_rich_C03,S07_flat_loop_rich_C03:edge_0054:d0,13,corridor,,9.014648591277421
geometry,fit,86130,96142,S07_flat_loop_rich_C03,S07_flat_loop_rich_C03:edge_0054:d1,14,junction,S07_flat_loop_rich_C03:node:node_0052,9.100713905312798
geometry,fit,89791,99803,S07_flat_loop_rich_C04,S07_flat_loop_rich_C04:edge_0090:d0,11,corridor,,7.455389874499144
geometry,fit,89807,99819,S07_flat_loop_rich_C04,S07_flat_loop_rich_C04:edge_0090:d1,13,junction,S07_flat_loop_rich_C04:node:node_0088,11.797375753788856
geometry,fit,90691,100703,S07_flat_loop_rich_C04,S07_flat_loop_rich_C04:edge_0118:d0,15,junction,S07_flat_loop_rich_C04:node:node_0117,6.892834645584969
geometry,fit,90727,100739,S07_flat_loop_rich_C04,S07_flat_loop_rich_C04:edge_0119:d0,19,junction,S07_flat_loop_rich_C04:node:node_0117,7.088316176413121
geometry,fit,92717,102729,S07_flat_loop_rich_C05,S07_flat_loop_rich_C05:edge_0088:d0,13,corridor,,6.835939194350053
geometry,fit,92729,102741,S07_flat_loop_rich_C05,S07_flat_loop_rich_C05:edge_0088:d1,11,junction,S07_flat_loop_rich_C05:node:node_0085,8.416834484217398
geometry,fit,92946,102958,S07_flat_loop_rich_C05,S07_flat_loop_rich_C05:edge_0098:d0,16,junction,S07_flat_loop_rich_C05:node:node_0101,10.18591783358362
geometry,fit,92958,102970,S07_flat_loop_rich_C05,S07_flat_loop_rich_C05:edge_0098:d1,11,terminal,S07_flat_loop_rich_C05:node:node_0095,7.261541177833423
geometry,fit,93155,103167,S07_flat_loop_rich_C05,S07_flat_loop_rich_C05:edge_0107:d0,11,corridor,,7.292310675747057
geometry,fit,95961,105973,S07_flat_loop_rich_C06,S07_flat_loop_rich_C06:edge_0102:d1,11,junction,S07_flat_loop_rich_C06:node:node_0099,7.470558134134752
geometry,fit,96094,106106,S07_flat_loop_rich_C06,S07_flat_loop_rich_C06:edge_0108:d0,14,corridor,,9.267726316373459
geometry,fit,96100,106112,S07_flat_loop_rich_C06,S07_flat_loop_rich_C06:edge_0108:d0,20,corridor,,9.058629825166845
geometry,fit,102893,115647,S08_3d_loop_rich_C01,S08_3d_loop_rich_C01:edge_0050:d0,17,junction,S08_3d_loop_rich_C01:node:node_0056,6.7701783367729025
geometry,fit,103655,116409,S08_3d_loop_rich_C01,S08_3d_loop_rich_C01:edge_0078:d0,11,corridor,,31.563539766870612
geometry,fit,103675,116429,S08_3d_loop_rich_C01,S08_3d_loop_rich_C01:edge_0078:d1,15,corridor,,30.055214752578735
geometry,fit,104213,116967,S08_3d_loop_rich_C01,S08_3d_loop_rich_C01:edge_0095:d1,11,junction,S08_3d_loop_rich_C01:node:node_0090,7.940944565613947
geometry,fit,104935,117689,S08_3d_loop_rich_C01,S08_3d_loop_rich_C01:edge_0128:d0,11,junction,S08_3d_loop_rich_C01:node:node_0127,8.00228823309802
geometry,fit,105211,117965,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0001:d0,17,corridor,,7.014990938857882
geometry,fit,105235,117989,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0001:d1,20,junction,S08_3d_loop_rich_C02:node:node_0000,8.351254256006468
geometry,fit,105247,118001,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0002:d0,11,corridor,,10.412471971104315
geometry,fit,105353,118107,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0005:d0,11,corridor,,8.221939573275241
geometry,fit,105623,118377,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0013:d0,21,corridor,,10.755917485107073
geometry,fit,105639,118393,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0013:d1,13,corridor,,52.292621587655894
geometry,fit,105663,118417,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0014:d0,13,corridor,,69.23248437975394
geometry,fit,105851,118605,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0020:d0,11,corridor,,7.451506157755806
geometry,fit,105867,118621,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0020:d1,11,corridor,,8.805419924241859
geometry,fit,105871,118625,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0020:d1,15,corridor,,9.291811938258139
geometry,fit,105987,118741,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0024:d1,15,corridor,,9.596131914806522
geometry,fit,106123,118877,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0029:d0,19,junction,S08_3d_loop_rich_C02:node:node_0044,7.17829533405174
geometry,fit,106863,119617,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0053:d0,15,junction,S08_3d_loop_rich_C02:node:node_0057,24.85444319197752
geometry,fit,106875,119629,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0053:d1,11,corridor,,16.159316557912593
geometry,fit,107083,119837,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0061:d0,15,junction,S08_3d_loop_rich_C02:node:node_0072,9.948964868213713
geometry,fit,107884,120638,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0101:d0,16,junction,S08_3d_loop_rich_C02:node:node_0108,26.559178732578637
geometry,fit,107897,120651,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0101:d1,12,corridor,,28.209259348785558
geometry,fit,108125,120879,S08_3d_loop_rich_C02,S08_3d_loop_rich_C02:edge_0114:d0,11,corridor,,23.954283627631604
geometry,fit,109005,121759,S08_3d_loop_rich_C03,S08_3d_loop_rich_C03:edge_0020:d0,11,corridor,,11.719790684809658
geometry,fit,109023,121777,S08_3d_loop_rich_C03,S08_3d_loop_rich_C03:edge_0020:d1,14,corridor,,15.188766024272097
geometry,fit,109061,121815,S08_3d_loop_rich_C03,S08_3d_loop_rich_C03:edge_0021:d1,17,corridor,,7.121045193376657
geometry,fit,109679,122433,S08_3d_loop_rich_C03,S08_3d_loop_rich_C03:edge_0041:d0,13,corridor,,7.409183855576461
geometry,fit,109813,122567,S08_3d_loop_rich_C03,S08_3d_loop_rich_C03:edge_0047:d1,12,corridor,,7.38754357153936
geometry,fit,110201,122955,S08_3d_loop_rich_C03,S08_3d_loop_rich_C03:edge_0073:d1,14,junction,S08_3d_loop_rich_C03:node:node_0070,7.596373078958532
geometry,fit,113197,125951,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0084:d0,11,junction,S08_3d_loop_rich_C04:node:node_0087,16.31996611118561
geometry,fit,113211,125965,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0084:d1,12,corridor,,7.371637035616634
geometry,fit,113386,126140,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0091:d0,12,corridor,,80.83323484741584
geometry,fit,113402,126156,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0091:d1,11,corridor,,11.494881575407096
geometry,fit,113407,126161,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0091:d1,16,corridor,,13.434862700293364
geometry,fit,113602,126356,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0098:d0,12,junction,S08_3d_loop_rich_C04:node:node_0104,9.68519639414535
geometry,fit,113738,126492,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0103:d1,11,corridor,,7.407558150499773
geometry,fit,113753,126507,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0104:d0,13,junction,S08_3d_loop_rich_C04:node:node_0104,15.954934551358031
geometry,fit,113769,126523,S08_3d_loop_rich_C04,S08_3d_loop_rich_C04:edge_0104:d1,14,corridor,,16.973497173705688
geometry,fit,115511,128265,S08_3d_loop_rich_C05,S08_3d_loop_rich_C05:edge_0051:d1,14,corridor,,8.011093572080362
geometry,fit,116233,128987,S08_3d_loop_rich_C05,S08_3d_loop_rich_C05:edge_0090:d1,15,junction,S08_3d_loop_rich_C05:node:node_0086,7.8195975655276735
geometry,fit,117497,130251,S08_3d_loop_rich_C06,S08_3d_loop_rich_C06:edge_0014:d1,11,corridor,,8.250603622636163
geometry,fit,117535,130289,S08_3d_loop_rich_C06,S08_3d_loop_rich_C06:edge_0017:d0,11,corridor,,7.061810338748746
geometry,fit,117547,130301,S08_3d_loop_rich_C06,S08_3d_loop_rich_C06:edge_0017:d1,11,corridor,,7.772762733995065
geometry,fit,119722,132476,S08_3d_loop_rich_C06,S08_3d_loop_rich_C06:edge_0109:d0,16,corridor,,8.882535531417243
geometry,fit,120163,132917,S08_3d_loop_rich_C06,S08_3d_loop_rich_C06:edge_0121:d1,14,corridor,,6.7944360953624106
geometry,fit,128185,144373,S09_flat_complex_C01,S09_flat_complex_C01:edge_0036:d1,14,corridor,,7.840089637969677
geometry,fit,129359,145547,S09_flat_complex_C01,S09_flat_complex_C01:edge_0072:d0,25,junction,S09_flat_complex_C01:node:node_0078,28.794227620364634
geometry,fit,130507,146695,S09_flat_complex_C01,S09_flat_complex_C01:edge_0109:d0,15,junction,S09_flat_complex_C01:node:node_0113,36.555544832628094
geometry,fit,130520,146708,S09_flat_complex_C01,S09_flat_complex_C01:edge_0109:d1,12,corridor,,11.034003247194835
geometry,fit,130897,147085,S09_flat_complex_C01,S09_flat_complex_C01:edge_0124:d0,11,terminal,S09_flat_complex_C01:node:node_0125,8.089992168663017
geometry,fit,132083,148271,S09_flat_complex_C02,S09_flat_complex_C02:edge_0013:d1,11,corridor,,17.96200388036377
geometry,fit,133301,149489,S09_flat_complex_C02,S09_flat_complex_C02:edge_0068:d0,11,turn,S09_flat_complex_C02:edge_0068:turn:000,7.6942086280334205
geometry,fit,134435,150623,S09_flat_complex_C02,S09_flat_complex_C02:edge_0116:d0,11,corridor,,53.84374266393612
geometry,fit,136753,152941,S09_flat_complex_C03,S09_flat_complex_C03:edge_0072:d1,19,junction,S09_flat_complex_C03:node:node_0068,12.329813401989732
geometry,fit,137489,153677,S09_flat_complex_C03,S09_flat_complex_C03:edge_0108:d1,13,junction,S09_flat_complex_C03:node:node_0104,11.000552281211316
geometry,fit,138336,154524,S09_flat_complex_C03,S09_flat_complex_C03:edge_0145:d0,12,junction,S09_flat_complex_C03:node:node_0143,8.073762557289697
geometry,fit,138348,154536,S09_flat_complex_C03,S09_flat_complex_C03:edge_0145:d1,11,corridor,,12.461808917855157
geometry,fit,141072,157260,S09_flat_complex_C04,S09_flat_complex_C04:edge_0081:d0,12,junction,S09_flat_complex_C04:node:node_0082,14.21433078577026
geometry,fit,141084,157272,S09_flat_complex_C04,S09_flat_complex_C04:edge_0081:d1,11,corridor,,11.897119236976195
geometry,fit,142040,158228,S09_flat_complex_C04,S09_flat_complex_C04:edge_0123:d0,12,junction,S09_flat_complex_C04:node:node_0128,7.2561529233961215
geometry,fit,142052,158240,S09_flat_complex_C04,S09_flat_complex_C04:edge_0123:d1,11,corridor,,7.132744315354878
geometry,fit,143965,160153,S09_flat_complex_C05,S09_flat_complex_C05:edge_0054:d1,11,junction,S09_flat_complex_C05:node:node_0047,9.494150382009286
geometry,fit,148801,164989,S09_flat_complex_C06,S09_flat_complex_C06:edge_0084:d0,11,junction,S09_flat_complex_C06:node:node_0083,18.388253755176407
geometry,fit,148819,165007,S09_flat_complex_C06,S09_flat_complex_C06:edge_0084:d1,14,corridor,,8.518169245956463
geometry,fit,149603,165791,S09_flat_complex_C06,S09_flat_complex_C06:edge_0119:d1,16,junction,S09_flat_complex_C06:node:node_0116,7.318436174493392
geometry,fit,160908,181010,S10_3d_complex_C02,S10_3d_complex_C02:edge_0001:d1,13,corridor,,7.898732191504211
geometry,fit,161637,181739,S10_3d_complex_C02,S10_3d_complex_C02:edge_0035:d0,17,corridor,,6.796031744695859
geometry,fit,161817,181919,S10_3d_complex_C02,S10_3d_complex_C02:edge_0041:d0,13,corridor,,27.718530261318143
geometry,fit,162518,182620,S10_3d_complex_C02,S10_3d_complex_C02:edge_0063:d1,24,corridor,,29.42149409334692
geometry,fit,163448,183550,S10_3d_complex_C02,S10_3d_complex_C02:edge_0095:d0,22,junction,S10_3d_complex_C02:node:node_0112,9.454879504141658
geometry,fit,163462,183564,S10_3d_complex_C02,S10_3d_complex_C02:edge_0095:d1,13,corridor,,10.004762530087861
geometry,fit,164927,185029,S10_3d_complex_C03,S10_3d_complex_C03:edge_0000:d0,13,corridor,,26.781839188638592
geometry,fit,166630,186732,S10_3d_complex_C03,S10_3d_complex_C03:edge_0073:d1,11,junction,S10_3d_complex_C03:node:node_0065,7.03576336279246
geometry,fit,166655,186757,S10_3d_complex_C03,S10_3d_complex_C03:edge_0074:d1,11,junction,S10_3d_complex_C03:node:node_0065,11.375234144447415
geometry,fit,168217,188319,S10_3d_complex_C03,S10_3d_complex_C03:edge_0148:d1,18,junction,S10_3d_complex_C03:node:node_0144,8.33405981162228
geometry,fit,169431,189533,S10_3d_complex_C04,S10_3d_complex_C04:edge_0043:d1,14,corridor,,7.7047336009973515
geometry,fit,170458,190560,S10_3d_complex_C04,S10_3d_complex_C04:edge_0083:d0,18,corridor,,7.234516260834422
geometry,fit,171407,191509,S10_3d_complex_C04,S10_3d_complex_C04:edge_0116:d0,13,junction,S10_3d_complex_C04:node:node_0110,9.553280310851695
geometry,fit,172112,192214,S10_3d_complex_C04,S10_3d_complex_C04:edge_0144:d0,12,corridor,,6.97809962676343
geometry,fit,172270,192372,S10_3d_complex_C04,S10_3d_complex_C04:edge_0149:d0,14,junction,S10_3d_complex_C04:node:node_0145,15.163969826892563
geometry,fit,172285,192387,S10_3d_complex_C04,S10_3d_complex_C04:edge_0149:d1,14,corridor,,8.96115090358309
geometry,fit,172481,192583,S10_3d_complex_C04,S10_3d_complex_C04:edge_0160:d0,13,junction,S10_3d_complex_C04:node:node_0159,7.115079770392163
geometry,fit,173345,193447,S10_3d_complex_C05,S10_3d_complex_C05:edge_0030:d1,21,junction,S10_3d_complex_C05:node:node_0027,6.863227600187361
geometry,fit,173451,193553,S10_3d_complex_C05,S10_3d_complex_C05:edge_0036:d0,17,corridor,,8.750273688434486
geometry,fit,173463,193565,S10_3d_complex_C05,S10_3d_complex_C05:edge_0036:d1,11,corridor,,8.899168514608684
geometry,fit,173962,194064,S10_3d_complex_C05,S10_3d_complex_C05:edge_0060:d0,12,corridor,,8.036326454660758
geometry,fit,174552,194654,S10_3d_complex_C05,S10_3d_complex_C05:edge_0083:d0,12,corridor,,7.2912459010668185
geometry,fit,174564,194666,S10_3d_complex_C05,S10_3d_complex_C05:edge_0083:d1,11,corridor,,7.991227162038698
geometry,fit,175487,195589,S10_3d_complex_C05,S10_3d_complex_C05:edge_0117:d1,13,corridor,,9.395583906984204
geometry,fit,176328,196430,S10_3d_complex_C05,S10_3d_complex_C05:edge_0159:d1,14,junction,S10_3d_complex_C05:node:node_0155,9.631610598680172
geometry,fit,176713,196815,S10_3d_complex_C06,S10_3d_complex_C06:edge_0008:d1,15,junction,S10_3d_complex_C06:node:node_0006,11.266183711362597
geometry,fit,177877,197979,S10_3d_complex_C06,S10_3d_complex_C06:edge_0060:d0,11,corridor,,7.255670616883744
geometry,fit,177889,197991,S10_3d_complex_C06,S10_3d_complex_C06:edge_0060:d1,11,junction,S10_3d_complex_C06:node:node_0054,12.169712890340058
geometry,fit,177905,198007,S10_3d_complex_C06,S10_3d_complex_C06:edge_0061:d0,15,corridor,,13.034903455246305
geometry,selection,17471,18945,S02_3d_tree_small_C07,S02_3d_tree_small_C07:edge_0002:d0,13,corridor,,30.292410603083596
geometry,selection,17485,18959,S02_3d_tree_small_C07,S02_3d_tree_small_C07:edge_0002:d1,13,corridor,,17.047149383088794
geometry,selection,19289,20763,S02_3d_tree_small_C08,S02_3d_tree_small_C08:edge_0034:d1,13,corridor,,12.119866977411572
geometry,selection,19666,21140,S02_3d_tree_small_C08,S02_3d_tree_small_C08:edge_0047:d0,16,corridor,,6.907087758298604
geometry,selection,19672,21146,S02_3d_tree_small_C08,S02_3d_tree_small_C08:edge_0047:d0,22,corridor,,8.405543349222729
geometry,selection,19866,21340,S02_3d_tree_small_C08,S02_3d_tree_small_C08:edge_0053:d0,22,corridor,,7.622187390215882
geometry,selection,41948,46222,S04_3d_unicyclic_small_C08,S04_3d_unicyclic_small_C08:edge_0034:d0,16,junction,S04_3d_unicyclic_small_C08:node:node_0039,8.742629519255118
geometry,selection,42300,46574,S04_3d_unicyclic_small_C08,S04_3d_unicyclic_small_C08:edge_0048:d0,18,junction,S04_3d_unicyclic_small_C08:node:node_0048,7.291977530765313
geometry,selection,58531,64429,S05_flat_branch_medium_C08,S05_flat_branch_medium_C08:edge_0003:d0,11,corridor,,7.419368285554602
geometry,selection,59777,65675,S05_flat_branch_medium_C08,S05_flat_branch_medium_C08:edge_0066:d1,11,junction,S05_flat_branch_medium_C08:node:node_0062,10.187230698261635
geometry,selection,74847,82777,S06_3d_branch_medium_C07,S06_3d_branch_medium_C07:edge_0047:d0,13,corridor,,7.742519540153643
geometry,selection,74859,82789,S06_3d_branch_medium_C07,S06_3d_branch_medium_C07:edge_0047:d1,11,corridor,,8.209821320976872
geometry,selection,74983,82913,S06_3d_branch_medium_C07,S06_3d_branch_medium_C07:edge_0054:d0,13,junction,S06_3d_branch_medium_C07:node:node_0058,37.803713719847345
geometry,selection,75055,82985,S06_3d_branch_medium_C07,S06_3d_branch_medium_C07:edge_0058:d0,11,junction,S06_3d_branch_medium_C07:node:node_0065,6.919257107441531
geometry,selection,97763,107775,S07_flat_loop_rich_C07,S07_flat_loop_rich_C07:edge_0057:d0,11,corridor,,10.906890431353322
geometry,selection,97769,107781,S07_flat_loop_rich_C07,S07_flat_loop_rich_C07:edge_0057:d0,17,corridor,,12.598035042400511
geometry,selection,98089,108101,S07_flat_loop_rich_C07,S07_flat_loop_rich_C07:edge_0074:d0,15,junction,S07_flat_loop_rich_C07:node:node_0080,17.035188778488674
geometry,selection,98103,108115,S07_flat_loop_rich_C07,S07_flat_loop_rich_C07:edge_0074:d1,13,turn,S07_flat_loop_rich_C07:edge_0074:turn:000,11.59846134929601
geometry,selection,98921,108933,S07_flat_loop_rich_C07,S07_flat_loop_rich_C07:edge_0109:d0,13,junction,S07_flat_loop_rich_C07:node:node_0107,7.694586901585216
geometry,selection,99026,109038,S07_flat_loop_rich_C07,S07_flat_loop_rich_C07:edge_0112:d0,16,corridor,,20.867368063005156
geometry,selection,99042,109054,S07_flat_loop_rich_C07,S07_flat_loop_rich_C07:edge_0112:d1,13,junction,S07_flat_loop_rich_C07:node:node_0108,8.679001403185529
