association_identity_teacher_only,partition,event,observations,distinct_traversals,full_visibility_rows,star_variants,canonical_exit_count
764,fit,geometry_transition,1,1,1,1,2
765,fit,geometry_transition,1,1,1,1,2
766,fit,geometry_transition,12,2,12,1,2
767,fit,geometry_transition,2,2,2,1,2
768,fit,geometry_transition,11,2,11,1,2
769,fit,geometry_transition,1,1,1,1,2
770,fit,geometry_transition,3,2,3,1,2
771,fit,geometry_transition,4,2,4,1,2
772,fit,geometry_transition,1,1,1,1,2
773,fit,turn,2,2,2,1,2
774,fit,geometry_transition,8,2,8,1,2
775,fit,geometry_transition,6,2,6,1,2
776,fit,geometry_transition,3,2,3,1,2
777,fit,geometry_transition,9,2,9,1,2
778,fit,geometry_transition,1,1,1,1,2
779,fit,geometry_transition,7,2,7,1,2
780,fit,geometry_transition,8,2,8,1,2
781,fit,terminal,12,2,12,1,1
782,fit,terminal,17,2,17,1,1
783,fit,junction,44,6,44,1,3
784,fit,junction,51,6,51,1,3
785,fit,junction,48,6,48,1,3
786,fit,terminal,10,2,10,1,1
787,fit,terminal,17,2,17,1,1
788,fit,junction,31,6,31,1,3
789,selection,geometry_transition,2,2,2,1,2
790,selection,geometry_transition,6,2,6,1,2
791,selection,geometry_transition,5,2,5,1,2
792,selection,geometry_transition,10,2,10,1,2
793,selection,geometry_transition,1,1,1,1,2
794,selection,geometry_transition,1,1,1,1,2
795,selection,geometry_transition,6,2,6,1,2
796,selection,geometry_transition,9,2,9,1,2
797,selection,turn,4,2,4,1,2
798,selection,turn,2,1,2,1,2
799,selection,turn,2,1,2,1,2
800,selection,turn,2,2,2,1,2
801,selection,geometry_transition,1,1,1,1,2
802,selection,terminal,12,2,12,1,1
803,selection,terminal,17,2,17,1,1
804,selection,terminal,17,2,17,1,1
805,selection,junction,51,6,51,1,3
806,selection,junction,40,6,40,1,3
807,selection,junction,49,6,49,1,3
808,selection,junction,31,6,31,1,3
809,selection,junction,27,6,27,1,3
810,selection,terminal,12,2,12,1,1
811,selection,terminal,15,2,15,1,1
812,selection,geometry_transition,4,2,4,1,2
813,selection,geometry_transition,8,2,8,1,2
814,selection,geometry_transition,1,1,1,1,2
815,selection,geometry_transition,6,2,6,1,2
816,selection,geometry_transition,5,2,5,1,2
817,selection,geometry_transition,1,1,1,1,2
818,selection,geometry_transition,2,2,2,1,2
819,selection,geometry_transition,2,2,2,1,2
820,selection,geometry_transition,2,1,2,1,2
821,selection,geometry_transition,1,1,1,1,2
822,selection,geometry_transition,5,2,5,1,2
823,selection,geometry_transition,2,2,2,1,2
824,selection,turn,2,2,2,1,2
825,selection,geometry_transition,3,2,3,1,2
826,selection,geometry_transition,9,2,9,1,2
827,selection,turn,6,2,6,1,2
828,selection,geometry_transition,7,2,7,1,2
829,selection,geometry_transition,5,2,5,1,2
830,selection,junction,50,6,50,1,3
831,selection,terminal,12,2,12,1,1
832,selection,junction,51,6,51,1,3
833,selection,terminal,16,2,16,1,1
834,selection,terminal,17,2,17,1,1
835,selection,junction,66,8,66,1,4
836,selection,terminal,17,2,17,1,1
881,fit,turn,6,2,6,1,2
882,fit,geometry_transition,4,2,4,1,2
883,fit,geometry_transition,3,2,3,1,2
884,fit,turn,4,2,4,1,2
885,fit,geometry_transition,8,2,8,1,2
886,fit,geometry_transition,2,2,2,1,2
887,fit,geometry_transition,7,2,7,1,2
888,fit,geometry_transition,5,2,5,1,2
889,fit,geometry_transition,2,2,2,1,2
890,fit,geometry_transition,4,2,4,1,2
891,fit,geometry_transition,6,2,6,1,2
892,fit,turn,1,1,1,1,2
893,fit,turn,1,1,1,1,2
894,fit,geometry_transition,4,2,4,1,2
895,fit,geometry_transition,7,2,7,1,2
896,fit,geometry_transition,2,2,2,1,2
897,fit,turn,3,2,3,1,2
898,fit,geometry_transition,2,2,2,1,2
899,fit,turn,6,2,6,1,2
900,fit,geometry_transition,1,1,1,1,2
901,fit,geometry_transition,4,2,4,1,2
902,fit,geometry_transition,10,2,10,1,2
903,fit,geometry_transition,1,1,1,1,2
904,fit,geometry_transition,2,2,2,1,2
905,fit,turn,1,1,1,1,2
906,fit,turn,1,1,1,1,2
907,fit,geometry_transition,2,2,2,1,2
908,fit,geometry_transition,2,2,2,1,2
909,fit,geometry_transition,7,2,7,1,2
910,fit,geometry_transition,2,2,2,1,2
911,fit,turn,3,2,3,1,2
912,fit,turn,2,2,2,1,2
913,fit,geometry_transition,5,2,5,1,2
914,fit,geometry_transition,7,2,7,1,2
915,fit,geometry_transition,2,2,2,1,2
916,fit,geometry_transition,6,2,6,1,2
917,fit,geometry_transition,19,2,19,1,2
918,fit,geometry_transition,7,2,7,1,2
919,fit,geometry_transition,5,2,5,1,2
920,fit,junction,43,6,43,1,3
921,fit,junction,34,6,34,1,3
922,fit,terminal,16,2,16,1,1
923,fit,terminal,15,2,15,1,1
924,fit,junction,51,6,51,1,3
925,fit,terminal,17,2,17,1,1
926,fit,junction,48,6,48,1,3
927,fit,geometry_transition,7,2,7,1,2
928,fit,geometry_transition,3,2,3,1,2
929,fit,geometry_transition,3,2,3,1,2
930,fit,geometry_transition,10,2,10,1,2
931,fit,geometry_transition,11,2,11,1,2
932,fit,geometry_transition,14,2,14,1,2
933,fit,geometry_transition,4,2,4,1,2
934,fit,geometry_transition,4,2,4,1,2
935,fit,geometry_transition,2,2,2,1,2
936,fit,geometry_transition,12,2,12,1,2
937,fit,geometry_transition,8,2,8,1,2
938,fit,geometry_transition,2,2,2,1,2
939,fit,geometry_transition,8,2,8,1,2
940,fit,geometry_transition,12,2,12,1,2
941,fit,geometry_transition,1,1,1,1,2
942,fit,geometry_transition,2,2,2,1,2
943,fit,geometry_transition,5,2,5,1,2
944,fit,terminal,12,2,12,1,1
945,fit,terminal,5,2,5,1,1
946,fit,terminal,2,1,2,1,1
947,fit,junction,45,6,45,1,3
948,fit,junction,45,6,45,1,3
949,fit,junction,43,6,43,1,3
950,fit,terminal,17,2,17,1,1
951,fit,junction,40,6,40,1,3
952,fit,terminal,12,2,12,1,1
953,fit,junction,33,6,33,1,3
954,fit,geometry_transition,1,1,1,1,2
955,fit,geometry_transition,2,2,2,1,2
956,fit,geometry_transition,1,1,1,1,2
957,fit,geometry_transition,3,2,3,1,2
958,fit,geometry_transition,5,2,5,1,2
959,fit,geometry_transition,4,2,4,1,2
960,fit,geometry_transition,4,2,4,1,2
961,fit,geometry_transition,4,2,4,1,2
962,fit,geometry_transition,4,2,4,1,2
963,fit,geometry_transition,1,1,1,1,2
964,fit,geometry_transition,5,2,5,1,2
965,fit,geometry_transition,1,1,1,1,2
966,fit,geometry_transition,1,1,1,1,2
967,fit,geometry_transition,4,2,4,1,2
968,fit,turn,1,1,1,1,2
969,fit,geometry_transition,9,2,9,1,2
970,fit,geometry_transition,9,2,9,1,2
971,fit,geometry_transition,5,2,5,1,2
972,fit,geometry_transition,5,2,5,1,2
973,fit,geometry_transition,1,1,1,1,2
974,fit,geometry_transition,4,2,4,1,2
975,fit,geometry_transition,9,2,9,1,2
976,fit,geometry_transition,1,1,1,1,2
977,fit,geometry_transition,6,2,6,1,2
978,fit,geometry_transition,3,2,3,1,2
979,fit,geometry_transition,9,2,9,1,2
980,fit,geometry_transition,3,2,3,1,2
981,fit,geometry_transition,9,2,9,1,2
982,fit,geometry_transition,4,2,4,1,2
983,fit,turn,12,2,12,1,2
984,fit,junction,51,6,51,1,3
985,fit,terminal,17,2,17,1,1
986,fit,terminal,17,2,17,1,1
987,fit,junction,51,6,51,1,3
988,fit,junction,51,6,51,1,3
989,fit,terminal,17,2,17,1,1
990,fit,junction,51,6,51,1,3
991,fit,junction,51,6,51,1,3
992,fit,terminal,17,2,17,1,1
993,fit,terminal,17,2,17,1,1
994,fit,geometry_transition,2,2,2,1,2
995,fit,geometry_transition,2,2,2,1,2
996,fit,geometry_transition,10,2,10,1,2
997,fit,geometry_transition,2,2,2,1,2
998,fit,geometry_transition,3,2,3,1,2
999,fit,geometry_transition,8,2,8,1,2
1000,fit,geometry_transition,2,2,2,1,2
1001,fit,geometry_transition,1,1,1,1,2
1002,fit,geometry_transition,2,2,2,1,2
1003,fit,geometry_transition,1,1,1,1,2
1004,fit,geometry_transition,4,2,4,1,2
1005,fit,geometry_transition,4,2,4,1,2
1006,fit,geometry_transition,16,2,16,1,2
1007,fit,geometry_transition,8,2,8,1,2
1008,fit,geometry_transition,1,1,1,1,2
1009,fit,geometry_transition,2,2,2,1,2
1010,fit,geometry_transition,16,2,16,1,2
1011,fit,geometry_transition,4,2,4,1,2
1012,fit,geometry_transition,1,1,1,1,2
1013,fit,geometry_transition,18,2,18,1,2
1014,fit,geometry_transition,5,2,5,1,2
1015,fit,geometry_transition,22,2,22,1,2
1016,fit,geometry_transition,6,2,6,1,2
1017,fit,geometry_transition,2,2,2,1,2
1018,fit,terminal,12,2,12,1,1
1019,fit,terminal,16,2,16,1,1
1020,fit,junction,37,6,37,1,3
1021,fit,terminal,16,2,16,1,1
1022,fit,junction,27,6,27,1,3
1023,fit,junction,46,6,46,1,3
1024,fit,junction,42,6,42,1,3
1025,fit,junction,51,6,51,1,3
1026,fit,terminal,17,2,17,1,1
1027,fit,turn,13,2,13,1,2
1028,fit,geometry_transition,2,2,2,1,2
1029,fit,turn,5,2,5,1,2
1030,fit,turn,2,2,2,1,2
1031,fit,geometry_transition,2,2,2,1,2
1032,fit,turn,8,2,8,1,2
1033,fit,geometry_transition,2,2,2,1,2
1034,fit,turn,7,2,7,1,2
1035,fit,geometry_transition,1,1,1,1,2
1036,fit,geometry_transition,4,2,4,1,2
1037,fit,turn,9,2,9,1,2
1038,fit,geometry_transition,8,2,8,1,2
1039,fit,turn,7,2,7,1,2
1040,fit,geometry_transition,1,1,1,1,2
1041,fit,turn,16,2,16,1,2
1042,fit,geometry_transition,2,2,2,1,2
1043,fit,geometry_transition,1,1,1,1,2
1044,fit,geometry_transition,2,1,2,1,2
1045,fit,geometry_transition,1,1,1,1,2
1046,fit,geometry_transition,9,2,9,1,2
1047,fit,geometry_transition,6,2,6,1,2
1048,fit,terminal,17,2,17,1,1
1049,fit,junction,35,6,35,1,3
1050,fit,terminal,10,2,10,1,1
1051,fit,junction,49,6,49,1,3
1052,fit,terminal,15,2,15,1,1
1053,fit,terminal,1,1,1,1,1
1054,fit,junction,42,6,42,1,3
1055,fit,junction,44,6,44,1,3
1056,fit,junction,46,6,46,1,3
1057,fit,terminal,14,2,14,1,1
1058,fit,geometry_transition,3,2,3,1,2
1059,fit,geometry_transition,6,2,6,1,2
1060,fit,geometry_transition,1,1,1,1,2
1061,fit,geometry_transition,4,2,4,1,2
1062,fit,geometry_transition,4,2,4,1,2
1063,fit,geometry_transition,8,2,8,1,2
1064,fit,geometry_transition,10,2,10,1,2
1065,fit,geometry_transition,8,2,8,1,2
1066,fit,geometry_transition,6,2,6,1,2
1067,fit,geometry_transition,3,2,3,1,2
1068,fit,geometry_transition,5,2,5,1,2
1069,fit,geometry_transition,1,1,1,1,2
1070,fit,geometry_transition,10,2,10,1,2
1071,fit,geometry_transition,1,1,1,1,2
1072,fit,geometry_transition,9,2,9,1,2
1073,fit,geometry_transition,7,2,7,1,2
1074,fit,geometry_transition,1,1,1,1,2
1075,fit,geometry_transition,6,2,6,1,2
1076,fit,geometry_transition,6,2,6,1,2
1077,fit,geometry_transition,1,1,1,1,2
1078,fit,geometry_transition,2,2,2,1,2
1079,fit,geometry_transition,3,1,3,1,2
1080,fit,geometry_transition,3,2,3,1,2
1081,fit,geometry_transition,10,2,10,1,2
1082,fit,geometry_transition,3,2,3,1,2
1083,fit,geometry_transition,12,2,12,1,2
1084,fit,geometry_transition,1,1,1,1,2
1085,fit,geometry_transition,7,2,7,1,2
1086,fit,geometry_transition,6,2,6,1,2
1087,fit,geometry_transition,6,2,6,1,2
1088,fit,geometry_transition,6,2,6,1,2
1089,fit,geometry_transition,3,1,3,1,2
1090,fit,geometry_transition,3,2,3,1,2
1091,fit,geometry_transition,3,2,3,1,2
1092,fit,geometry_transition,1,1,1,1,2
1093,fit,terminal,17,2,17,1,1
1094,fit,terminal,17,2,17,1,1
1095,fit,junction,48,6,48,1,3
1096,fit,junction,47,6,47,1,3
1097,fit,terminal,14,2,14,1,1
1098,fit,junction,47,6,47,1,3
1099,fit,junction,51,6,51,1,3
1100,fit,terminal,3,1,3,1,1
1101,fit,junction,48,6,48,1,3
1102,selection,geometry_transition,1,1,1,1,2
1103,selection,geometry_transition,4,2,4,1,2
1104,selection,geometry_transition,2,2,2,1,2
1105,selection,geometry_transition,2,1,2,1,2
1106,selection,geometry_transition,1,1,1,1,2
1107,selection,geometry_transition,14,2,14,1,2
1108,selection,geometry_transition,8,2,8,1,2
1109,selection,geometry_transition,7,2,7,1,2
1110,selection,geometry_transition,2,2,2,1,2
1111,selection,turn,12,2,12,1,2
1112,selection,geometry_transition,9,2,9,1,2
1113,selection,geometry_transition,2,1,2,1,2
1114,selection,geometry_transition,2,2,2,1,2
1115,selection,geometry_transition,9,2,9,1,2
1116,selection,turn,2,1,2,1,2
1117,selection,turn,7,2,7,1,2
1118,selection,geometry_transition,6,2,6,1,2
1119,selection,geometry_transition,7,2,7,1,2
1120,selection,geometry_transition,8,2,8,1,2
1121,selection,geometry_transition,1,1,1,1,2
1122,selection,geometry_transition,1,1,1,1,2
1123,selection,geometry_transition,10,2,10,1,2
1124,selection,geometry_transition,6,2,6,1,2
1125,selection,turn,4,2,4,1,2
1126,selection,turn,9,2,9,1,2
1127,selection,terminal,17,2,17,1,1
1128,selection,junction,51,6,49,1,3
1129,selection,junction,49,6,49,1,3
1130,selection,terminal,3,1,3,1,1
1131,selection,junction,48,6,44,1,3
1132,selection,terminal,15,2,15,1,1
1133,selection,terminal,6,2,6,1,1
1134,selection,junction,43,6,43,1,3
1135,selection,junction,43,6,43,1,3
1136,selection,geometry_transition,2,2,2,1,2
1137,selection,geometry_transition,2,2,2,1,2
1138,selection,geometry_transition,6,2,6,1,2
1139,selection,geometry_transition,6,2,6,1,2
1140,selection,geometry_transition,2,2,2,1,2
1141,selection,geometry_transition,6,2,6,1,2
1142,selection,geometry_transition,5,2,5,1,2
1143,selection,geometry_transition,5,2,5,1,2
1144,selection,geometry_transition,5,2,5,1,2
1145,selection,geometry_transition,14,2,14,1,2
1146,selection,geometry_transition,3,2,3,1,2
1147,selection,geometry_transition,6,2,6,1,2
1148,selection,geometry_transition,2,2,2,1,2
1149,selection,turn,1,1,1,1,2
1150,selection,turn,1,1,1,1,2
1151,selection,geometry_transition,6,2,6,1,2
1152,selection,geometry_transition,4,2,4,1,2
1153,selection,geometry_transition,8,2,8,1,2
1154,selection,geometry_transition,16,2,16,1,2
1155,selection,turn,5,2,5,1,2
1156,selection,geometry_transition,1,1,1,1,2
1157,selection,geometry_transition,4,2,4,1,2
1158,selection,turn,5,2,5,1,2
1159,selection,turn,8,2,8,1,2
1160,selection,geometry_transition,1,1,1,1,2
1161,selection,geometry_transition,6,2,6,1,2
1162,selection,geometry_transition,11,2,11,1,2
1163,selection,turn,4,2,4,1,2
1164,selection,geometry_transition,2,2,2,1,2
1165,selection,geometry_transition,3,2,3,1,2
1166,selection,geometry_transition,5,2,5,1,2
1167,selection,geometry_transition,2,2,2,1,2
1168,selection,geometry_transition,9,2,9,1,2
1169,selection,turn,6,2,6,1,2
1170,selection,geometry_transition,1,1,1,1,2
1171,selection,geometry_transition,9,2,9,1,2
1172,selection,geometry_transition,1,1,1,1,2
1173,selection,geometry_transition,1,1,1,1,2
1174,selection,junction,51,6,51,1,3
1175,selection,junction,50,6,50,1,3
1176,selection,terminal,17,2,17,1,1
1177,selection,terminal,17,2,17,1,1
1178,selection,terminal,17,2,17,1,1
1179,selection,junction,50,6,50,1,3
1180,selection,junction,49,6,49,1,3
1181,selection,terminal,10,2,10,1,1
1234,fit,geometry_transition,7,2,7,1,2
1235,fit,geometry_transition,2,2,2,1,2
1236,fit,geometry_transition,5,2,5,1,2
1237,fit,geometry_transition,10,2,10,1,2
1238,fit,turn,1,1,1,1,2
1239,fit,geometry_transition,10,2,10,1,2
1240,fit,turn,1,1,1,1,2
1241,fit,geometry_transition,10,2,10,1,2
1242,fit,geometry_transition,1,1,1,1,2
1243,fit,geometry_transition,2,2,2,1,2
1244,fit,geometry_transition,11,2,11,1,2
1245,fit,geometry_transition,9,2,9,1,2
1246,fit,geometry_transition,6,2,6,1,2
1247,fit,geometry_transition,1,1,1,1,2
1248,fit,geometry_transition,4,2,4,1,2
1249,fit,geometry_transition,4,2,4,1,2
1250,fit,geometry_transition,1,1,1,1,2
1251,fit,geometry_transition,2,2,2,1,2
1252,fit,geometry_transition,6,2,6,1,2
1253,fit,geometry_transition,7,2,7,1,2
1254,fit,geometry_transition,6,2,6,1,2
1255,fit,geometry_transition,1,1,1,1,2
1256,fit,geometry_transition,2,2,2,1,2
1257,fit,geometry_transition,6,2,6,1,2
1258,fit,geometry_transition,8,2,8,1,2
1259,fit,geometry_transition,2,2,2,1,2
1260,fit,geometry_transition,4,2,4,1,2
1261,fit,geometry_transition,5,2,5,1,2
1262,fit,geometry_transition,6,2,6,1,2
1263,fit,geometry_transition,2,2,2,1,2
1264,fit,geometry_transition,3,1,3,1,2
1265,fit,geometry_transition,5,2,5,1,2
1266,fit,geometry_transition,9,2,9,1,2
1267,fit,geometry_transition,5,2,5,1,2
1268,fit,geometry_transition,13,2,13,1,2
1269,fit,geometry_transition,1,1,1,1,2
1270,fit,terminal,15,2,15,1,1
1271,fit,junction,37,6,37,1,3
1272,fit,terminal,16,2,16,1,1
1273,fit,terminal,15,2,15,1,1
1274,fit,junction,46,6,46,1,3
1275,fit,terminal,17,2,17,1,1
1276,fit,junction,49,6,49,1,3
1277,fit,terminal,17,2,17,1,1
1278,fit,junction,66,8,66,1,4
1279,fit,junction,51,6,51,1,3
1280,fit,terminal,17,2,17,1,1
1281,fit,geometry_transition,2,2,2,1,2
1282,fit,geometry_transition,5,2,5,1,2
1283,fit,geometry_transition,12,2,12,1,2
1284,fit,geometry_transition,8,2,8,1,2
1285,fit,geometry_transition,4,2,4,1,2
1286,fit,geometry_transition,8,2,8,1,2
1287,fit,geometry_transition,4,2,4,1,2
1288,fit,geometry_transition,6,2,6,1,2
1289,fit,geometry_transition,13,2,13,1,2
1290,fit,geometry_transition,13,2,13,1,2
1291,fit,geometry_transition,28,2,28,1,2
1292,fit,geometry_transition,22,2,22,1,2
1293,fit,geometry_transition,5,2,5,1,2
1294,fit,geometry_transition,2,2,2,1,2
1295,fit,geometry_transition,15,2,15,1,2
1296,fit,geometry_transition,10,2,10,1,2
1297,fit,geometry_transition,8,2,8,1,2
1298,fit,geometry_transition,7,2,7,1,2
1299,fit,geometry_transition,7,2,7,1,2
1300,fit,geometry_transition,6,2,6,1,2
1301,fit,geometry_transition,10,2,10,1,2
1302,fit,geometry_transition,17,2,17,1,2
1303,fit,geometry_transition,4,2,4,1,2
1304,fit,geometry_transition,2,2,2,1,2
1305,fit,geometry_transition,1,1,1,1,2
1306,fit,geometry_transition,4,2,4,1,2
1307,fit,geometry_transition,15,2,15,1,2
1308,fit,geometry_transition,1,1,1,1,2
1309,fit,geometry_transition,3,2,3,1,2
1310,fit,geometry_transition,2,2,2,1,2
1311,fit,geometry_transition,4,2,4,1,2
1312,fit,geometry_transition,3,2,3,1,2
1313,fit,geometry_transition,11,2,11,1,2
1314,fit,geometry_transition,2,2,2,1,2
1315,fit,geometry_transition,1,1,1,1,2
1316,fit,geometry_transition,20,2,20,1,2
1317,fit,geometry_transition,4,2,4,1,2
1318,fit,geometry_transition,2,2,2,1,2
1319,fit,geometry_transition,16,2,16,1,2
1320,fit,geometry_transition,8,2,8,1,2
1321,fit,geometry_transition,3,1,3,1,2
1322,fit,geometry_transition,1,1,1,1,2
1323,fit,geometry_transition,6,2,6,1,2
1324,fit,geometry_transition,2,2,2,1,2
1325,fit,geometry_transition,8,2,8,1,2
1326,fit,geometry_transition,8,2,8,1,2
1327,fit,geometry_transition,6,2,6,1,2
1328,fit,turn,6,2,6,1,2
1329,fit,geometry_transition,3,1,3,1,2
1330,fit,geometry_transition,3,2,3,1,2
1331,fit,geometry_transition,2,2,2,1,2
1332,fit,turn,2,2,2,1,2
1333,fit,geometry_transition,1,1,1,1,2
1334,fit,geometry_transition,6,2,6,1,2
1335,fit,geometry_transition,2,2,2,1,2
1336,fit,terminal,17,2,17,1,1
1337,fit,terminal,17,2,17,1,1
1338,fit,junction,51,6,51,1,3
1339,fit,junction,37,6,37,1,3
1340,fit,junction,50,6,50,1,3
1341,fit,terminal,17,2,17,1,1
1342,fit,terminal,17,2,17,1,1
1343,fit,junction,68,8,68,1,4
1344,fit,terminal,17,2,17,1,1
1345,fit,terminal,3,1,3,1,1
1346,fit,junction,50,6,50,1,3
1347,fit,geometry_transition,1,1,1,1,2
1348,fit,geometry_transition,3,2,3,1,2
1349,fit,geometry_transition,12,2,12,1,2
1350,fit,geometry_transition,9,2,9,1,2
1351,fit,geometry_transition,4,2,4,1,2
1352,fit,geometry_transition,4,2,4,1,2
1353,fit,geometry_transition,11,2,11,1,2
1354,fit,geometry_transition,4,2,4,1,2
1355,fit,geometry_transition,10,2,10,1,2
1356,fit,geometry_transition,6,2,6,1,2
1357,fit,geometry_transition,18,2,18,1,2
1358,fit,geometry_transition,10,2,10,1,2
1359,fit,geometry_transition,3,2,3,1,2
1360,fit,geometry_transition,7,2,7,1,2
1361,fit,geometry_transition,1,1,1,1,2
1362,fit,geometry_transition,3,2,3,1,2
1363,fit,geometry_transition,1,1,1,1,2
1364,fit,turn,3,2,3,1,2
1365,fit,geometry_transition,6,2,6,1,2
1366,fit,geometry_transition,7,2,7,1,2
1367,fit,geometry_transition,2,2,2,1,2
1368,fit,geometry_transition,6,2,6,1,2
1369,fit,geometry_transition,5,2,5,1,2
1370,fit,geometry_transition,2,2,2,1,2
1371,fit,geometry_transition,10,2,10,1,2
1372,fit,geometry_transition,2,2,2,1,2
1373,fit,geometry_transition,10,2,10,1,2
1374,fit,geometry_transition,2,2,2,1,2
1375,fit,geometry_transition,8,2,8,1,2
1376,fit,geometry_transition,5,2,5,1,2
1377,fit,geometry_transition,2,1,2,1,2
1378,fit,geometry_transition,1,1,1,1,2
1379,fit,turn,1,1,1,1,2
1380,fit,turn,1,1,1,1,2
1381,fit,geometry_transition,5,2,5,1,2
1382,fit,turn,6,2,6,1,2
1383,fit,geometry_transition,2,2,2,1,2
1384,fit,terminal,17,2,17,1,1
1385,fit,terminal,17,2,17,1,1
1386,fit,junction,49,6,49,1,3
1387,fit,junction,51,6,51,1,3
1388,fit,junction,63,8,63,1,4
1389,fit,terminal,14,2,14,1,1
1390,fit,terminal,17,2,17,1,1
1391,fit,junction,48,6,48,1,3
1392,fit,junction,51,6,51,1,3
1393,fit,terminal,17,2,17,1,1
1394,fit,terminal,17,2,17,1,1
1395,fit,geometry_transition,4,2,4,1,2
1396,fit,turn,1,1,1,1,2
1397,fit,geometry_transition,3,1,3,1,2
1398,fit,geometry_transition,3,1,3,1,2
1399,fit,geometry_transition,1,1,1,1,2
1400,fit,geometry_transition,16,2,16,1,2
1401,fit,geometry_transition,4,2,4,1,2
1402,fit,geometry_transition,3,2,3,1,2
1403,fit,geometry_transition,1,1,1,1,2
1404,fit,geometry_transition,11,2,11,1,2
1405,fit,geometry_transition,4,2,4,1,2
1406,fit,geometry_transition,5,2,5,1,2
1407,fit,geometry_transition,8,2,8,1,2
1408,fit,geometry_transition,5,2,5,1,2
1409,fit,geometry_transition,4,2,4,1,2
1410,fit,geometry_transition,8,2,8,1,2
1411,fit,geometry_transition,16,2,16,1,2
1412,fit,geometry_transition,6,2,6,1,2
1413,fit,geometry_transition,9,2,9,1,2
1414,fit,geometry_transition,2,2,2,1,2
1415,fit,geometry_transition,10,2,10,1,2
1416,fit,geometry_transition,6,2,6,1,2
1417,fit,geometry_transition,16,2,16,1,2
1418,fit,geometry_transition,5,2,5,1,2
1419,fit,geometry_transition,9,2,9,1,2
1420,fit,geometry_transition,2,2,2,1,2
1421,fit,geometry_transition,10,2,10,1,2
1422,fit,geometry_transition,3,2,3,1,2
1423,fit,geometry_transition,6,2,6,1,2
1424,fit,geometry_transition,4,2,4,1,2
1425,fit,geometry_transition,10,2,10,1,2
1426,fit,geometry_transition,1,1,1,1,2
1427,fit,geometry_transition,1,1,1,1,2
1428,fit,geometry_transition,14,2,14,1,2
1429,fit,geometry_transition,6,2,6,1,2
1430,fit,geometry_transition,1,1,1,1,2
1431,fit,geometry_transition,12,2,12,1,2
1432,fit,geometry_transition,1,1,1,1,2
1433,fit,geometry_transition,1,1,1,1,2
1434,fit,geometry_transition,6,2,6,1,2
1435,fit,terminal,17,2,17,1,1
1436,fit,junction,51,6,51,1,3
1437,fit,junction,46,6,46,1,3
1438,fit,terminal,17,2,17,1,1
1439,fit,terminal,17,2,17,1,1
1440,fit,junction,30,6,30,1,3
1441,fit,terminal,12,2,12,1,1
1442,fit,junction,58,8,58,1,4
1443,fit,terminal,4,2,4,1,1
1444,fit,terminal,7,2,7,1,1
1445,fit,terminal,17,2,17,1,1
1446,fit,junction,44,6,44,1,3
1447,fit,junction,51,6,51,1,3
1448,fit,geometry_transition,1,1,1,1,2
1449,fit,geometry_transition,6,2,6,1,2
1450,fit,geometry_transition,7,2,7,1,2
1451,fit,geometry_transition,3,2,3,1,2
1452,fit,geometry_transition,4,2,4,1,2
1453,fit,geometry_transition,5,2,5,1,2
1454,fit,geometry_transition,1,1,1,1,2
1455,fit,geometry_transition,5,2,5,1,2
1456,fit,geometry_transition,7,2,7,1,2
1457,fit,geometry_transition,2,2,2,1,2
1458,fit,geometry_transition,4,2,4,1,2
1459,fit,geometry_transition,11,2,11,1,2
1460,fit,geometry_transition,2,2,2,1,2
1461,fit,turn,1,1,1,1,2
1462,fit,geometry_transition,6,2,6,1,2
1463,fit,geometry_transition,3,1,3,1,2
1464,fit,turn,5,2,5,1,2
1465,fit,turn,1,1,1,1,2
1466,fit,turn,1,1,1,1,2
1467,fit,turn,5,2,5,1,2
1468,fit,turn,5,2,5,1,2
1469,fit,turn,10,2,10,1,2
1470,fit,geometry_transition,1,1,1,1,2
1471,fit,geometry_transition,1,1,1,1,2
1472,fit,geometry_transition,6,2,6,1,2
1473,fit,geometry_transition,7,2,7,1,2
1474,fit,geometry_transition,6,2,6,1,2
1475,fit,geometry_transition,6,2,6,1,2
1476,fit,geometry_transition,9,2,9,1,2
1477,fit,geometry_transition,5,2,5,1,2
1478,fit,geometry_transition,7,2,7,1,2
1479,fit,geometry_transition,2,1,2,1,2
1480,fit,terminal,17,2,17,1,1
1481,fit,junction,51,6,51,1,3
1482,fit,terminal,17,2,17,1,1
1483,fit,junction,50,6,50,1,3
1484,fit,junction,41,6,41,1,3
1485,fit,junction,44,6,44,1,3
1486,fit,junction,48,6,48,1,3
1487,fit,junction,46,6,46,1,3
1488,fit,junction,48,6,48,1,3
1489,fit,terminal,14,2,14,1,1
1490,fit,terminal,17,2,17,1,1
1491,fit,terminal,10,2,10,1,1
1492,fit,terminal,17,2,17,1,1
1493,fit,geometry_transition,10,2,10,1,2
1494,fit,geometry_transition,1,1,1,1,2
1495,fit,geometry_transition,1,1,1,1,2
1496,fit,geometry_transition,20,2,20,1,2
1497,fit,geometry_transition,3,2,3,1,2
1498,fit,geometry_transition,14,2,14,1,2
1499,fit,geometry_transition,13,2,13,1,2
1500,fit,geometry_transition,6,2,6,1,2
1501,fit,geometry_transition,8,2,8,1,2
1502,fit,geometry_transition,6,2,6,1,2
1503,fit,geometry_transition,7,2,7,1,2
1504,fit,geometry_transition,11,2,11,1,2
1505,fit,geometry_transition,9,2,9,1,2
1506,fit,geometry_transition,5,2,5,1,2
1507,fit,geometry_transition,6,2,6,1,2
