association_identity_teacher_only,partition,event,observations,distinct_traversals,full_visibility_rows,star_variants,canonical_exit_count
2240,fit,turn,6,2,6,1,2
2241,fit,turn,5,2,5,1,2
2242,fit,geometry_transition,2,2,2,1,2
2243,fit,geometry_transition,6,2,6,1,2
2244,fit,turn,2,2,2,1,2
2245,fit,turn,3,2,3,1,2
2246,fit,turn,1,1,1,1,2
2247,fit,geometry_transition,8,2,8,1,2
2248,fit,geometry_transition,8,2,8,1,2
2249,fit,turn,10,2,10,1,2
2250,fit,turn,8,2,8,1,2
2251,fit,turn,14,2,14,1,2
2252,fit,geometry_transition,3,2,3,1,2
2253,fit,turn,4,2,4,1,2
2254,fit,turn,6,2,6,1,2
2255,fit,geometry_transition,7,2,7,1,2
2256,fit,geometry_transition,4,2,4,1,2
2257,fit,geometry_transition,9,2,9,1,2
2258,fit,turn,8,2,8,1,2
2259,fit,turn,3,2,3,1,2
2260,fit,junction,29,4,29,1,2
2261,fit,junction,42,6,42,1,3
2262,fit,terminal,17,2,17,1,1
2263,fit,junction,51,6,51,1,3
2264,fit,junction,51,6,51,1,3
2265,fit,junction,50,6,50,1,3
2266,fit,junction,62,8,62,1,4
2267,fit,junction,51,6,51,1,3
2268,fit,terminal,17,2,17,1,1
2269,fit,junction,50,6,50,1,3
2270,fit,terminal,17,2,17,1,1
2271,fit,terminal,17,2,17,1,1
2272,fit,terminal,16,2,16,1,1
2273,fit,terminal,17,2,17,1,1
2274,fit,junction,51,6,51,1,3
2275,fit,junction,51,6,51,1,3
2276,fit,junction,51,6,51,1,3
2277,fit,junction,51,6,51,1,3
2278,fit,terminal,17,2,17,1,1
2279,fit,terminal,17,2,17,1,1
2280,fit,junction,51,6,51,1,3
2281,fit,geometry_transition,7,2,7,1,2
2282,fit,geometry_transition,9,2,9,1,2
2283,fit,geometry_transition,12,2,12,1,2
2284,fit,geometry_transition,6,2,6,1,2
2285,fit,geometry_transition,3,2,3,1,2
2286,fit,turn,3,2,3,1,2
2287,fit,geometry_transition,3,2,3,1,2
2288,fit,turn,7,2,7,1,2
2289,fit,geometry_transition,12,2,12,1,2
2290,fit,geometry_transition,7,2,7,1,2
2291,fit,geometry_transition,2,2,2,1,2
2292,fit,geometry_transition,4,2,4,1,2
2293,fit,geometry_transition,4,2,4,1,2
2294,fit,geometry_transition,9,2,9,1,2
2295,fit,geometry_transition,2,2,2,1,2
2296,fit,geometry_transition,2,2,2,1,2
2297,fit,geometry_transition,4,2,4,1,2
2298,fit,geometry_transition,10,2,10,1,2
2299,fit,geometry_transition,4,2,4,1,2
2300,fit,turn,6,2,6,1,2
2301,fit,geometry_transition,1,1,1,1,2
2302,fit,geometry_transition,5,2,5,1,2
2303,fit,geometry_transition,3,2,3,1,2
2304,fit,geometry_transition,1,1,1,1,2
2305,fit,geometry_transition,11,2,11,1,2
2306,fit,geometry_transition,9,2,9,1,2
2307,fit,geometry_transition,1,1,1,1,2
2308,fit,geometry_transition,1,1,1,1,2
2309,fit,geometry_transition,10,2,10,1,2
2310,fit,geometry_transition,4,2,4,1,2
2311,fit,geometry_transition,7,2,7,1,2
2312,fit,geometry_transition,11,2,11,1,2
2313,fit,geometry_transition,5,2,5,1,2
2314,fit,geometry_transition,3,2,3,1,2
2315,fit,geometry_transition,4,2,4,1,2
2316,fit,geometry_transition,1,1,1,1,2
2317,fit,geometry_transition,8,2,8,1,2
2318,fit,geometry_transition,5,2,5,1,2
2319,fit,geometry_transition,3,2,3,1,2
2320,fit,geometry_transition,3,2,3,1,2
2321,fit,geometry_transition,7,2,7,1,2
2322,fit,geometry_transition,11,2,11,1,2
2323,fit,geometry_transition,4,2,4,1,2
2324,fit,geometry_transition,11,2,11,1,2
2325,fit,geometry_transition,1,1,1,1,2
2326,fit,geometry_transition,5,2,5,1,2
2327,fit,geometry_transition,5,2,5,1,2
2328,fit,geometry_transition,4,2,4,1,2
2329,fit,geometry_transition,5,2,5,1,2
2330,fit,turn,5,2,5,1,2
2331,fit,geometry_transition,1,1,1,1,2
2332,fit,geometry_transition,2,2,2,1,2
2333,fit,geometry_transition,1,1,1,1,2
2334,fit,geometry_transition,8,2,8,1,2
2335,fit,geometry_transition,1,1,1,1,2
2336,fit,geometry_transition,8,2,8,1,2
2337,fit,geometry_transition,4,2,4,1,2
2338,fit,geometry_transition,5,2,5,1,2
2339,fit,geometry_transition,2,2,2,1,2
2340,fit,geometry_transition,2,2,2,1,2
2341,fit,geometry_transition,2,2,2,1,2
2342,fit,geometry_transition,3,2,3,1,2
2343,fit,turn,3,2,3,1,2
2344,fit,geometry_transition,7,2,7,1,2
2345,fit,geometry_transition,3,1,3,1,2
2346,fit,geometry_transition,3,2,3,1,2
2347,fit,geometry_transition,9,2,9,1,2
2348,fit,geometry_transition,12,2,12,1,2
2349,fit,geometry_transition,8,2,8,1,2
2350,fit,geometry_transition,5,2,5,1,2
2351,fit,geometry_transition,8,2,8,1,2
2352,fit,geometry_transition,6,2,6,1,2
2353,fit,geometry_transition,5,2,5,1,2
2354,fit,geometry_transition,6,2,6,1,2
2355,fit,geometry_transition,2,2,2,1,2
2356,fit,geometry_transition,5,2,5,1,2
2357,fit,turn,4,2,4,1,2
2358,fit,geometry_transition,2,2,2,1,2
2359,fit,geometry_transition,8,2,8,1,2
2360,fit,geometry_transition,5,2,5,1,2
2361,fit,geometry_transition,10,2,10,1,2
2362,fit,geometry_transition,12,2,12,1,2
2363,fit,terminal,17,2,17,1,1
2364,fit,terminal,10,2,10,1,1
2365,fit,junction,51,6,51,1,3
2366,fit,junction,48,6,48,1,3
2367,fit,terminal,15,2,15,1,1
2368,fit,junction,43,6,43,1,3
2369,fit,terminal,15,2,15,1,1
2370,fit,junction,48,6,48,1,3
2371,fit,junction,37,6,37,1,3
2372,fit,junction,40,6,40,1,3
2373,fit,junction,48,6,48,1,3
2374,fit,junction,64,8,64,1,4
2375,fit,terminal,16,2,16,1,1
2376,fit,junction,49,6,49,1,3
2377,fit,terminal,2,1,2,1,1
2378,fit,terminal,17,2,17,1,1
2379,fit,terminal,14,2,14,1,1
2380,fit,geometry_transition,8,2,8,1,2
2381,fit,geometry_transition,4,2,4,1,2
2382,fit,geometry_transition,9,2,9,1,2
2383,fit,geometry_transition,7,2,7,1,2
2384,fit,geometry_transition,8,2,8,1,2
2385,fit,geometry_transition,8,2,8,1,2
2386,fit,geometry_transition,3,1,3,1,2
2387,fit,geometry_transition,2,2,2,1,2
2388,fit,geometry_transition,1,1,1,1,2
2389,fit,geometry_transition,6,2,6,1,2
2390,fit,geometry_transition,10,2,10,1,2
2391,fit,geometry_transition,4,2,4,1,2
2392,fit,geometry_transition,11,2,11,1,2
2393,fit,geometry_transition,7,2,7,1,2
2394,fit,geometry_transition,13,2,13,1,2
2395,fit,geometry_transition,5,2,5,1,2
2396,fit,geometry_transition,2,1,2,1,2
2397,fit,geometry_transition,8,2,8,1,2
2398,fit,geometry_transition,6,2,6,1,2
2399,fit,geometry_transition,3,2,3,1,2
2400,fit,geometry_transition,6,2,6,1,2
2401,fit,geometry_transition,1,1,1,1,2
2402,fit,geometry_transition,3,1,3,1,2
2403,fit,geometry_transition,3,2,3,1,2
2404,fit,geometry_transition,1,1,1,1,2
2405,fit,geometry_transition,11,2,11,1,2
2406,fit,geometry_transition,6,2,6,1,2
2407,fit,geometry_transition,1,1,1,1,2
2408,fit,geometry_transition,1,1,1,1,2
2409,fit,geometry_transition,8,2,8,1,2
2410,fit,geometry_transition,2,2,2,1,2
2411,fit,geometry_transition,4,2,4,1,2
2412,fit,geometry_transition,1,1,1,1,2
2413,fit,geometry_transition,1,1,1,1,2
2414,fit,geometry_transition,4,2,4,1,2
2415,fit,geometry_transition,5,2,5,1,2
2416,fit,geometry_transition,2,2,2,1,2
2417,fit,geometry_transition,1,1,1,1,2
2418,fit,geometry_transition,7,2,7,1,2
2419,fit,geometry_transition,4,2,4,1,2
2420,fit,geometry_transition,6,2,6,1,2
2421,fit,geometry_transition,12,2,12,1,2
2422,fit,geometry_transition,2,2,2,1,2
2423,fit,geometry_transition,2,2,2,1,2
2424,fit,geometry_transition,24,2,24,1,2
2425,fit,geometry_transition,5,2,5,1,2
2426,fit,geometry_transition,4,2,4,1,2
2427,fit,geometry_transition,1,1,1,1,2
2428,fit,geometry_transition,3,2,3,1,2
2429,fit,geometry_transition,6,2,6,1,2
2430,fit,terminal,17,2,17,1,1
2431,fit,terminal,17,2,17,1,1
2432,fit,junction,51,6,51,1,3
2433,fit,terminal,17,2,17,1,1
2434,fit,terminal,17,2,17,1,1
2435,fit,terminal,14,2,14,1,1
2436,fit,junction,45,6,45,1,3
2437,fit,terminal,17,2,17,1,1
2438,fit,junction,51,6,51,1,3
2439,fit,terminal,8,2,8,1,1
2440,fit,junction,48,6,48,1,3
2441,fit,junction,51,6,51,1,3
2442,fit,junction,43,6,43,1,3
2443,fit,junction,51,6,51,1,3
2444,fit,junction,47,6,47,1,3
2445,fit,junction,51,6,51,1,3
2446,fit,junction,51,6,51,1,3
2447,fit,junction,51,6,51,1,3
2448,fit,terminal,17,2,17,1,1
2449,fit,junction,68,8,68,1,4
2450,fit,terminal,17,2,17,1,1
2451,fit,geometry_transition,5,2,5,1,2
2452,fit,geometry_transition,4,2,4,1,2
2453,fit,geometry_transition,8,2,8,1,2
2454,fit,geometry_transition,8,2,8,1,2
2455,fit,geometry_transition,4,2,4,1,2
2456,fit,geometry_transition,1,1,1,1,2
2457,fit,geometry_transition,2,2,2,1,2
2458,fit,geometry_transition,5,2,5,1,2
2459,fit,geometry_transition,6,2,6,1,2
2460,fit,geometry_transition,1,1,1,1,2
2461,fit,geometry_transition,5,2,5,1,2
2462,fit,geometry_transition,8,2,8,1,2
2463,fit,geometry_transition,6,2,6,1,2
2464,fit,geometry_transition,6,2,6,1,2
2465,fit,geometry_transition,2,2,2,1,2
2466,fit,geometry_transition,1,1,1,1,2
2467,fit,geometry_transition,4,2,4,1,2
2468,fit,geometry_transition,10,2,10,1,2
2469,fit,geometry_transition,4,2,4,1,2
2470,fit,geometry_transition,8,2,8,1,2
2471,fit,geometry_transition,3,1,3,1,2
2472,fit,geometry_transition,2,1,2,1,2
2473,fit,geometry_transition,2,2,2,1,2
2474,fit,geometry_transition,6,2,6,1,2
2475,fit,geometry_transition,1,1,1,1,2
2476,fit,geometry_transition,14,2,14,1,2
2477,fit,geometry_transition,1,1,1,1,2
2478,fit,geometry_transition,5,2,5,1,2
2479,fit,geometry_transition,3,2,3,1,2
2480,fit,geometry_transition,4,2,4,1,2
2481,fit,geometry_transition,2,2,2,1,2
2482,fit,geometry_transition,5,2,5,1,2
2483,fit,geometry_transition,2,2,2,1,2
2484,fit,geometry_transition,3,2,3,1,2
2485,fit,geometry_transition,14,2,14,1,2
2486,fit,geometry_transition,4,2,4,1,2
2487,fit,geometry_transition,2,2,2,1,2
2488,fit,geometry_transition,1,1,1,1,2
2489,fit,geometry_transition,2,2,2,1,2
2490,fit,terminal,15,2,15,1,1
2491,fit,junction,54,8,54,1,4
2492,fit,terminal,16,2,16,1,1
2493,fit,junction,46,6,46,1,3
2494,fit,terminal,17,2,17,1,1
2495,fit,junction,49,6,49,1,3
2496,fit,terminal,12,2,12,1,1
2497,fit,junction,49,6,49,1,3
2498,fit,terminal,17,2,17,1,1
2499,fit,junction,45,6,45,1,3
2500,fit,junction,51,6,51,1,3
2501,fit,terminal,17,2,17,1,1
2502,fit,junction,51,6,51,1,3
2503,fit,terminal,17,2,17,1,1
2504,fit,junction,51,6,51,1,3
2505,fit,junction,68,8,68,1,4
2506,fit,terminal,6,2,6,1,1
2507,fit,terminal,17,2,17,1,1
2508,fit,turn,6,2,6,1,2
2509,fit,geometry_transition,4,2,4,1,2
2510,fit,geometry_transition,7,2,7,1,2
2511,fit,geometry_transition,2,1,2,1,2
2512,fit,geometry_transition,6,2,6,1,2
2513,fit,geometry_transition,4,2,4,1,2
2514,fit,geometry_transition,8,2,8,1,2
2515,fit,geometry_transition,4,2,4,1,2
2516,fit,geometry_transition,1,1,1,1,2
2517,fit,geometry_transition,4,2,4,1,2
2518,fit,geometry_transition,8,2,8,1,2
2519,fit,geometry_transition,10,2,10,1,2
2520,fit,geometry_transition,6,2,6,1,2
2521,fit,geometry_transition,3,2,3,1,2
2522,fit,geometry_transition,2,1,2,1,2
2523,fit,geometry_transition,6,2,6,1,2
2524,fit,geometry_transition,12,2,12,1,2
2525,fit,geometry_transition,8,2,8,1,2
2526,fit,geometry_transition,8,2,8,1,2
2527,fit,geometry_transition,6,2,6,1,2
2528,fit,geometry_transition,2,2,2,1,2
2529,fit,geometry_transition,3,2,3,1,2
2530,fit,geometry_transition,4,2,4,1,2
2531,fit,geometry_transition,5,2,5,1,2
2532,fit,geometry_transition,1,1,1,1,2
2533,fit,geometry_transition,6,2,6,1,2
2534,fit,geometry_transition,2,2,2,1,2
2535,fit,geometry_transition,2,1,2,1,2
2536,fit,geometry_transition,4,2,4,1,2
2537,fit,geometry_transition,2,1,2,1,2
2538,fit,geometry_transition,10,2,10,1,2
2539,fit,geometry_transition,1,1,1,1,2
2540,fit,geometry_transition,6,2,6,1,2
2541,fit,geometry_transition,6,2,6,1,2
2542,fit,geometry_transition,7,2,7,1,2
2543,fit,turn,4,2,4,1,2
2544,fit,geometry_transition,1,1,1,1,2
2545,fit,turn,11,2,11,1,2
2546,fit,geometry_transition,8,2,8,1,2
2547,fit,geometry_transition,5,2,5,1,2
2548,fit,geometry_transition,4,2,4,1,2
2549,fit,geometry_transition,12,2,12,1,2
2550,fit,turn,2,2,2,1,2
2551,fit,junction,46,6,46,1,3
2552,fit,terminal,10,2,10,1,1
2553,fit,terminal,17,2,17,1,1
2554,fit,junction,49,6,48,1,3
2555,fit,terminal,17,2,17,1,1
2556,fit,junction,50,6,50,1,3
2557,fit,junction,51,6,51,1,3
2558,fit,junction,51,6,51,1,3
2559,fit,junction,45,6,45,1,3
2560,fit,junction,49,6,49,1,3
2561,fit,terminal,17,2,17,1,1
2562,fit,junction,49,6,49,1,3
2563,fit,terminal,17,2,17,1,1
2564,fit,terminal,15,2,15,1,1
2565,fit,junction,51,6,51,1,3
2566,fit,junction,51,6,51,1,3
2567,fit,terminal,17,2,17,1,1
2568,fit,terminal,17,2,17,1,1
2569,selection,geometry_transition,1,1,1,1,2
2570,selection,geometry_transition,4,2,4,1,2
2571,selection,geometry_transition,3,1,3,1,2
2572,selection,geometry_transition,5,2,5,1,2
2573,selection,geometry_transition,11,2,11,1,2
2574,selection,geometry_transition,2,2,2,1,2
2575,selection,geometry_transition,1,1,1,1,2
2576,selection,geometry_transition,1,1,1,1,2
2577,selection,geometry_transition,1,1,1,1,2
2578,selection,geometry_transition,5,2,5,1,2
2579,selection,geometry_transition,1,1,1,1,2
2580,selection,geometry_transition,3,2,3,1,2
2581,selection,geometry_transition,2,2,2,1,2
2582,selection,geometry_transition,9,2,9,1,2
2583,selection,geometry_transition,5,2,5,1,2
2584,selection,geometry_transition,4,2,4,1,2
2585,selection,geometry_transition,11,2,11,1,2
2586,selection,geometry_transition,7,2,7,1,2
2587,selection,geometry_transition,7,2,7,1,2
2588,selection,geometry_transition,2,2,2,1,2
2589,selection,geometry_transition,2,2,2,1,2
2590,selection,geometry_transition,8,2,8,1,2
2591,selection,turn,14,2,14,1,2
2592,selection,turn,9,2,9,1,2
2593,selection,geometry_transition,9,2,9,1,2
2594,selection,geometry_transition,7,2,7,1,2
2595,selection,geometry_transition,2,2,2,1,2
2596,selection,geometry_transition,10,2,10,1,2
2597,selection,geometry_transition,18,2,18,1,2
2598,selection,geometry_transition,4,2,4,1,2
2599,selection,geometry_transition,9,2,9,1,2
2600,selection,geometry_transition,15,2,15,1,2
2601,selection,geometry_transition,7,2,7,1,2
2602,selection,turn,1,1,1,1,2
2603,selection,terminal,17,2,17,1,1
2604,selection,terminal,14,2,14,1,1
2605,selection,junction,43,6,43,1,3
2606,selection,junction,51,6,51,1,3
2607,selection,junction,44,6,44,1,3
2608,selection,terminal,6,2,6,1,1
2609,selection,junction,44,6,44,1,3
2610,selection,junction,31,6,31,1,3
2611,selection,junction,33,6,33,1,3
2612,selection,junction,46,6,46,1,3
2613,selection,junction,62,8,62,1,4
2614,selection,terminal,17,2,17,1,1
2615,selection,terminal,17,2,17,1,1
2616,selection,terminal,17,2,17,1,1
2617,selection,junction,51,6,51,1,3
2618,selection,junction,51,6,51,1,3
2619,selection,terminal,15,2,15,1,1
2620,selection,geometry_transition,4,2,4,1,2
2621,selection,geometry_transition,2,2,2,1,2
2622,selection,geometry_transition,6,2,6,1,2
2623,selection,geometry_transition,13,2,13,1,2
2624,selection,geometry_transition,3,2,3,1,2
2625,selection,geometry_transition,2,2,2,1,2
2626,selection,geometry_transition,4,2,4,1,2
2627,selection,geometry_transition,4,2,4,1,2
2628,selection,turn,7,2,7,1,2
2629,selection,turn,7,2,7,1,2
2630,selection,turn,1,1,1,1,2
2631,selection,geometry_transition,2,2,2,1,2
2632,selection,geometry_transition,1,1,1,1,2
2633,selection,turn,1,1,1,1,2
2634,selection,geometry_transition,2,2,2,1,2
2635,selection,geometry_transition,11,2,11,1,2
2636,selection,geometry_transition,2,2,2,1,2
2637,selection,geometry_transition,4,2,4,1,2
2638,selection,geometry_transition,2,2,2,1,2
2639,selection,geometry_transition,1,1,1,1,2
2640,selection,turn,6,2,6,1,2
2641,selection,geometry_transition,11,2,11,1,2
2642,selection,junction,48,6,48,1,3
2643,selection,terminal,17,2,17,1,1
2644,selection,junction,42,6,42,1,3
2645,selection,terminal,17,2,17,1,1
2646,selection,terminal,17,2,17,1,1
2647,selection,junction,44,6,44,1,3
2648,selection,terminal,10,2,10,1,1
2649,selection,terminal,1,1,1,1,1
2650,selection,junction,54,8,54,1,4
2651,selection,junction,32,6,32,1,3
2652,selection,junction,39,6,39,1,3
2653,selection,terminal,14,2,14,1,1
2654,selection,junction,46,6,46,1,3
2655,selection,junction,31,6,31,1,3
2656,selection,terminal,15,2,15,1,1
2657,selection,junction,49,6,49,1,3
2658,selection,junction,49,6,49,1,3
2659,selection,terminal,17,2,17,1,1
2660,selection,terminal,17,2,17,1,1
2750,fit,turn,5,2,5,1,2
2751,fit,geometry_transition,3,2,3,1,2
2752,fit,geometry_transition,1,1,1,1,2
2753,fit,geometry_transition,2,1,2,1,2
2754,fit,turn,9,2,9,1,2
2755,fit,geometry_transition,6,2,6,1,2
2756,fit,geometry_transition,3,2,3,1,2
2757,fit,geometry_transition,12,2,12,1,2
2758,fit,geometry_transition,6,2,6,1,2
2759,fit,geometry_transition,6,2,6,1,2
2760,fit,geometry_transition,2,1,2,1,2
2761,fit,geometry_transition,7,2,7,1,2
2762,fit,geometry_transition,6,2,6,1,2
2763,fit,geometry_transition,5,2,5,1,2
2764,fit,geometry_transition,3,2,3,1,2
2765,fit,geometry_transition,5,2,5,1,2
2766,fit,geometry_transition,1,1,1,1,2
2767,fit,geometry_transition,6,2,6,1,2
2768,fit,geometry_transition,7,2,7,1,2
2769,fit,geometry_transition,8,2,8,1,2
2770,fit,geometry_transition,1,1,1,1,2
2771,fit,geometry_transition,7,2,7,1,2
2772,fit,geometry_transition,4,2,4,1,2
2773,fit,geometry_transition,12,2,12,1,2
2774,fit,geometry_transition,1,1,1,1,2
2775,fit,geometry_transition,7,2,7,1,2
2776,fit,geometry_transition,2,2,2,1,2
2777,fit,geometry_transition,1,1,1,1,2
2778,fit,geometry_transition,8,2,8,1,2
2779,fit,geometry_transition,3,2,3,1,2
2780,fit,geometry_transition,10,2,10,1,2
2781,fit,geometry_transition,5,2,5,1,2
2782,fit,geometry_transition,10,2,10,1,2
2783,fit,geometry_transition,7,2,7,1,2
2784,fit,geometry_transition,20,2,20,1,2
2785,fit,geometry_transition,5,2,5,1,2
2786,fit,geometry_transition,7,2,7,1,2
2787,fit,geometry_transition,4,2,4,1,2
2788,fit,geometry_transition,10,2,10,1,2
2789,fit,geometry_transition,10,2,10,1,2
2790,fit,geometry_transition,8,2,8,1,2
2791,fit,geometry_transition,6,2,6,1,2
2792,fit,geometry_transition,7,2,7,1,2
2793,fit,geometry_transition,12,2,12,1,2
2794,fit,geometry_transition,3,2,3,1,2
2795,fit,geometry_transition,3,2,3,1,2
2796,fit,geometry_transition,10,2,10,1,2
2797,fit,geometry_transition,1,1,1,1,2
2798,fit,geometry_transition,16,2,16,1,2
2799,fit,geometry_transition,9,2,9,1,2
2800,fit,geometry_transition,8,2,8,1,2
2801,fit,geometry_transition,6,2,6,1,2
2802,fit,geometry_transition,8,2,8,1,2
2803,fit,geometry_transition,3,2,3,1,2
2804,fit,geometry_transition,2,2,2,1,2
2805,fit,geometry_transition,12,2,12,1,2
2806,fit,geometry_transition,16,2,16,1,2
2807,fit,geometry_transition,3,2,3,1,2
2808,fit,geometry_transition,3,2,3,1,2
2809,fit,geometry_transition,7,2,7,1,2
2810,fit,junction,44,6,44,1,3
2811,fit,junction,44,6,44,1,3
2812,fit,terminal,14,2,14,1,1
2813,fit,junction,44,6,44,1,3
2814,fit,terminal,17,2,17,1,1
2815,fit,junction,43,6,43,1,3
2816,fit,junction,50,6,50,1,3
2817,fit,terminal,17,2,17,1,1
2818,fit,junction,51,6,51,1,3
2819,fit,junction,65,8,65,1,4
2820,fit,terminal,17,2,17,1,1
2821,fit,terminal,12,2,12,1,1
2822,fit,junction,51,6,51,1,3
2823,fit,terminal,17,2,17,1,1
2824,fit,geometry_transition,1,1,1,1,2
2825,fit,geometry_transition,9,2,9,1,2
2826,fit,geometry_transition,4,2,4,1,2
2827,fit,geometry_transition,9,2,9,1,2
2828,fit,geometry_transition,2,2,2,1,2
2829,fit,geometry_transition,2,2,2,1,2
2830,fit,geometry_transition,2,2,2,1,2
2831,fit,geometry_transition,24,2,24,1,2
2832,fit,geometry_transition,6,2,6,1,2
2833,fit,geometry_transition,3,1,3,1,2
2834,fit,geometry_transition,6,2,6,1,2
2835,fit,geometry_transition,2,2,2,1,2
2836,fit,geometry_transition,3,2,3,1,2
2837,fit,geometry_transition,5,2,5,1,2
2838,fit,geometry_transition,8,2,8,1,2
2839,fit,geometry_transition,4,2,4,1,2
2840,fit,geometry_transition,13,2,13,1,2
2841,fit,geometry_transition,6,2,6,1,2
2842,fit,geometry_transition,11,2,11,1,2
2843,fit,geometry_transition,1,1,1,1,2
2844,fit,geometry_transition,2,2,2,1,2
2845,fit,geometry_transition,5,2,5,1,2
2846,fit,geometry_transition,8,2,8,1,2
2847,fit,geometry_transition,12,2,12,1,2
2848,fit,geometry_transition,4,2,4,1,2
2849,fit,geometry_transition,3,1,3,1,2
2850,fit,geometry_transition,2,2,2,1,2
2851,fit,geometry_transition,1,1,1,1,2
2852,fit,geometry_transition,1,1,1,1,2
2853,fit,geometry_transition,9,2,9,1,2
2854,fit,geometry_transition,2,2,2,1,2
2855,fit,turn,11,2,11,1,2
2856,fit,geometry_transition,1,1,1,1,2
2857,fit,geometry_transition,2,2,2,1,2
2858,fit,turn,4,2,4,1,2
2859,fit,geometry_transition,14,2,14,1,2
2860,fit,geometry_transition,1,1,1,1,2
2861,fit,junction,51,6,51,1,3
2862,fit,terminal,17,2,17,1,1
2863,fit,terminal,17,2,17,1,1
2864,fit,terminal,15,2,15,1,1
2865,fit,junction,37,6,37,1,3
2866,fit,junction,68,8,68,1,4
2867,fit,junction,51,6,51,1,3
2868,fit,terminal,17,2,17,1,1
2869,fit,junction,51,6,51,1,3
2870,fit,junction,51,6,51,1,3
2871,fit,junction,42,6,42,1,3
2872,fit,terminal,1,1,1,1,1
2873,fit,junction,46,6,46,1,3
2874,fit,junction,44,6,44,1,3
2875,fit,terminal,17,2,17,1,1
2876,fit,terminal,17,2,17,1,1
2877,fit,terminal,17,2,17,1,1
2878,fit,geometry_transition,1,1,1,1,2
2879,fit,geometry_transition,6,2,6,1,2
2880,fit,geometry_transition,6,2,6,1,2
2881,fit,turn,1,1,1,1,2
2882,fit,turn,1,1,1,1,2
2883,fit,geometry_transition,10,2,10,1,2
2884,fit,geometry_transition,2,2,2,1,2
2885,fit,geometry_transition,1,1,1,1,2
2886,fit,geometry_transition,2,2,2,1,2
2887,fit,geometry_transition,12,2,12,1,2
2888,fit,geometry_transition,6,2,6,1,2
2889,fit,geometry_transition,6,2,6,1,2
2890,fit,geometry_transition,12,2,12,1,2
2891,fit,geometry_transition,1,1,1,1,2
2892,fit,geometry_transition,12,2,12,1,2
2893,fit,geometry_transition,1,1,1,1,2
2894,fit,geometry_transition,7,2,7,1,2
2895,fit,geometry_transition,9,2,9,1,2
2896,fit,geometry_transition,15,2,15,1,2
2897,fit,geometry_transition,15,2,15,1,2
2898,fit,geometry_transition,2,1,2,1,2
2899,fit,geometry_transition,12,2,12,1,2
2900,fit,geometry_transition,18,2,18,1,2
2901,fit,geometry_transition,12,2,12,1,2
2902,fit,geometry_transition,6,2,6,1,2
2903,fit,geometry_transition,11,2,11,1,2
2904,fit,geometry_transition,1,1,1,1,2
2905,fit,geometry_transition,11,2,11,1,2
2906,fit,geometry_transition,4,2,4,1,2
2907,fit,geometry_transition,5,2,5,1,2
2908,fit,geometry_transition,4,2,4,1,2
2909,fit,geometry_transition,5,2,5,1,2
2910,fit,geometry_transition,10,2,10,1,2
2911,fit,geometry_transition,8,2,8,1,2
2912,fit,geometry_transition,8,2,8,1,2
2913,fit,geometry_transition,5,2,5,1,2
2914,fit,geometry_transition,2,1,2,1,2
2915,fit,geometry_transition,12,2,12,1,2
2916,fit,geometry_transition,2,2,2,1,2
2917,fit,geometry_transition,8,2,8,1,2
2918,fit,geometry_transition,14,2,14,1,2
2919,fit,geometry_transition,3,1,3,1,2
2920,fit,geometry_transition,7,2,7,1,2
2921,fit,geometry_transition,12,2,12,1,2
2922,fit,turn,1,1,1,1,2
2923,fit,geometry_transition,2,2,2,1,2
2924,fit,geometry_transition,1,1,1,1,2
2925,fit,geometry_transition,2,2,2,1,2
2926,fit,geometry_transition,3,1,3,1,2
2927,fit,geometry_transition,7,2,7,1,2
2928,fit,turn,5,2,5,1,2
2929,fit,turn,4,2,4,1,2
2930,fit,turn,3,2,3,1,2
2931,fit,geometry_transition,2,2,2,1,2
2932,fit,turn,2,2,2,1,2
2933,fit,geometry_transition,6,2,6,1,2
2934,fit,geometry_transition,14,2,14,1,2
2935,fit,geometry_transition,12,2,12,1,2
2936,fit,turn,4,2,4,1,2
2937,fit,geometry_transition,5,2,5,1,2
2938,fit,geometry_transition,2,2,2,1,2
2939,fit,turn,5,2,5,1,2
2940,fit,terminal,17,2,17,1,1
2941,fit,junction,46,6,46,1,3
2942,fit,terminal,17,2,17,1,1
2943,fit,junction,48,6,48,1,3
2944,fit,terminal,10,2,10,1,1
2945,fit,junction,30,6,30,1,3
2946,fit,terminal,12,2,12,1,1
2947,fit,junction,44,6,43,1,3
2948,fit,junction,37,6,37,1,3
2949,fit,junction,36,6,36,1,3
2950,fit,junction,30,6,30,1,3
2951,fit,terminal,10,2,10,1,1
2952,fit,junction,35,6,35,1,3
2953,fit,geometry_transition,10,2,10,1,2
2954,fit,geometry_transition,1,1,1,1,2
2955,fit,geometry_transition,3,2,3,1,2
2956,fit,geometry_transition,8,2,8,1,2
2957,fit,geometry_transition,2,2,2,1,2
2958,fit,turn,1,1,1,1,2
2959,fit,geometry_transition,8,2,8,1,2
2960,fit,geometry_transition,7,2,7,1,2
2961,fit,geometry_transition,5,2,5,1,2
2962,fit,geometry_transition,23,2,23,1,2
2963,fit,geometry_transition,6,2,6,1,2
2964,fit,geometry_transition,7,2,7,1,2
2965,fit,geometry_transition,3,2,3,1,2
2966,fit,geometry_transition,1,1,1,1,2
2967,fit,geometry_transition,6,2,6,1,2
2968,fit,geometry_transition,1,1,1,1,2
2969,fit,geometry_transition,2,2,2,1,2
