event,probability_threshold,consensus_votes,stable_frames,release_frames,c07_precision,c07_recall,c07_f1,c07_predicted_commits
1,0.8,3,1,2,0.9464285714285714,0.5096153846153846,0.6625,224
1,0.8,3,1,3,0.9464285714285714,0.5096153846153846,0.6625,224
1,0.8,3,1,5,0.9464285714285714,0.5096153846153846,0.6625,224
1,0.8,3,1,8,0.9464285714285714,0.5096153846153846,0.6625,224
1,0.8,3,2,2,0.9903846153846154,0.24759615384615385,0.3961538461538462,104
1,0.8,3,2,3,0.9903846153846154,0.24759615384615385,0.3961538461538462,104
1,0.8,3,2,5,0.9903846153846154,0.24759615384615385,0.3961538461538462,104
1,0.8,3,2,8,0.9903846153846154,0.24759615384615385,0.3961538461538462,104
1,0.8,3,3,2,0.9761904761904762,0.0985576923076923,0.17903930131004364,42
1,0.8,3,3,3,0.9761904761904762,0.0985576923076923,0.17903930131004364,42
1,0.8,3,3,5,0.9761904761904762,0.0985576923076923,0.17903930131004364,42
1,0.8,3,3,8,0.9761904761904762,0.0985576923076923,0.17903930131004364,42
1,0.85,2,1,2,0.8247191011235955,0.8822115384615384,0.8524970963995354,445
1,0.85,2,1,3,0.8508158508158508,0.8774038461538461,0.8639053254437871,429
1,0.85,2,1,5,0.8674698795180723,0.8653846153846154,0.8664259927797834,415
1,0.85,2,1,8,0.8713592233009708,0.8629807692307693,0.8671497584541062,412
1,0.85,2,2,2,0.9477124183006536,0.6971153846153846,0.8033240997229917,306
1,0.85,2,2,3,0.9508196721311475,0.6971153846153846,0.8044382801664355,305
1,0.85,2,2,5,0.9539473684210527,0.6971153846153846,0.8055555555555555,304
1,0.85,2,2,8,0.9539473684210527,0.6971153846153846,0.8055555555555555,304
1,0.85,2,3,2,0.9787234042553191,0.4423076923076923,0.6092715231788078,188
1,0.85,2,3,3,0.9787234042553191,0.4423076923076923,0.6092715231788078,188
1,0.85,2,3,5,0.9787234042553191,0.4423076923076923,0.6092715231788078,188
1,0.85,2,3,8,0.9787234042553191,0.4423076923076923,0.6092715231788078,188
1,0.85,3,1,2,0.9494949494949495,0.4519230769230769,0.6123778501628664,198
1,0.85,3,1,3,0.9494949494949495,0.4519230769230769,0.6123778501628664,198
1,0.85,3,1,5,0.9494949494949495,0.4519230769230769,0.6123778501628664,198
1,0.85,3,1,8,0.9494949494949495,0.4519230769230769,0.6123778501628664,198
1,0.85,3,2,2,0.9871794871794872,0.18509615384615385,0.31174089068825916,78
1,0.85,3,2,3,0.9871794871794872,0.18509615384615385,0.31174089068825916,78
1,0.85,3,2,5,0.9871794871794872,0.18509615384615385,0.31174089068825916,78
1,0.85,3,2,8,0.9871794871794872,0.18509615384615385,0.31174089068825916,78
