parent_id,traversal_id,sequence_index,identity,traversal_arc_m,emission_arc_m,boundary_traversal_arc_m,metres_before_confirmation,metres_after_boundary,before_closed_confirmation,at_closed_confirmation,boundary_inside_five_frame_history
S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0013:d1,8,S05_flat_branch_medium_C02:edge_0013:geometry_change_point:000,12.0,18.0,10.0,6.0,2.0,True,False,True
S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0013:d1,9,S05_flat_branch_medium_C02:edge_0013:geometry_change_point:000,13.0,18.0,10.0,5.0,3.0,True,False,True
S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0013:d1,10,S05_flat_branch_medium_C02:edge_0013:geometry_change_point:000,14.0,18.0,10.0,4.0,4.0,True,False,True
S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0013:d1,11,S05_flat_branch_medium_C02:edge_0013:geometry_change_point:000,15.0,18.0,10.0,3.0,5.0,True,False,False
S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0013:d1,12,S05_flat_branch_medium_C02:edge_0013:geometry_change_point:000,16.0,18.0,10.0,2.0,6.0,True,False,False
S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0013:d1,13,S05_flat_branch_medium_C02:edge_0013:geometry_change_point:000,17.0,18.0,10.0,1.0,7.0,True,False,False
S05_flat_branch_medium_C02,S05_flat_branch_medium_C02:edge_0013:d1,14,S05_flat_branch_medium_C02:edge_0013:geometry_change_point:000,18.0,18.0,10.0,0.0,8.0,False,True,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d0,11,S05_flat_branch_medium_C04:node:node_0077,15.0,20.0,12.5,5.0,2.5,True,False,True
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d0,12,S05_flat_branch_medium_C04:node:node_0077,16.0,20.0,12.5,4.0,3.5,True,False,True
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d0,13,S05_flat_branch_medium_C04:node:node_0077,17.0,20.0,12.5,3.0,4.5,True,False,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d0,14,S05_flat_branch_medium_C04:node:node_0077,18.0,20.0,12.5,2.0,5.5,True,False,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d0,15,S05_flat_branch_medium_C04:node:node_0077,19.0,20.0,12.5,1.0,6.5,True,False,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d0,16,S05_flat_branch_medium_C04:node:node_0077,20.0,20.0,12.5,0.0,7.5,False,True,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d1,7,S05_flat_branch_medium_C04:node:node_0077,11.0,16.0,8.5,5.0,2.5,True,False,True
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d1,8,S05_flat_branch_medium_C04:node:node_0077,12.0,16.0,8.5,4.0,3.5,True,False,True
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d1,9,S05_flat_branch_medium_C04:node:node_0077,13.0,16.0,8.5,3.0,4.5,True,False,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d1,10,S05_flat_branch_medium_C04:node:node_0077,14.0,16.0,8.5,2.0,5.5,True,False,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d1,11,S05_flat_branch_medium_C04:node:node_0077,15.0,16.0,8.5,1.0,6.5,True,False,False
S05_flat_branch_medium_C04,S05_flat_branch_medium_C04:edge_0074:d1,12,S05_flat_branch_medium_C04:node:node_0077,16.0,16.0,8.5,0.0,7.5,False,True,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d0,10,S05_flat_branch_medium_C06:node:node_0035,14.0,19.0,11.5,5.0,2.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d0,11,S05_flat_branch_medium_C06:node:node_0035,15.0,19.0,11.5,4.0,3.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d0,12,S05_flat_branch_medium_C06:node:node_0035,16.0,19.0,11.5,3.0,4.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d0,13,S05_flat_branch_medium_C06:node:node_0035,17.0,19.0,11.5,2.0,5.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d0,14,S05_flat_branch_medium_C06:node:node_0035,18.0,19.0,11.5,1.0,6.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d0,15,S05_flat_branch_medium_C06:node:node_0035,19.0,19.0,11.5,0.0,7.5,False,True,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d1,6,S05_flat_branch_medium_C06:node:node_0035,10.0,15.0,7.5,5.0,2.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d1,7,S05_flat_branch_medium_C06:node:node_0035,11.0,15.0,7.5,4.0,3.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d1,8,S05_flat_branch_medium_C06:node:node_0035,12.0,15.0,7.5,3.0,4.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d1,9,S05_flat_branch_medium_C06:node:node_0035,13.0,15.0,7.5,2.0,5.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d1,10,S05_flat_branch_medium_C06:node:node_0035,14.0,15.0,7.5,1.0,6.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0034:d1,11,S05_flat_branch_medium_C06:node:node_0035,15.0,15.0,7.5,0.0,7.5,False,True,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,9,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,13.0,20.0,11.5,7.0,1.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,10,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,14.0,20.0,11.5,6.0,2.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,11,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,15.0,20.0,11.5,5.0,3.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,12,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,16.0,20.0,11.5,4.0,4.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,13,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,17.0,20.0,11.5,3.0,5.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,14,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,18.0,20.0,11.5,2.0,6.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,15,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,19.0,20.0,11.5,1.0,7.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d0,16,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,20.0,20.0,11.5,0.0,8.5,False,True,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,12,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,16.0,23.0,14.5,7.0,1.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,13,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,17.0,23.0,14.5,6.0,2.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,14,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,18.0,23.0,14.5,5.0,3.5,True,False,True
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,15,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,19.0,23.0,14.5,4.0,4.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,16,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,20.0,23.0,14.5,3.0,5.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,17,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,21.0,23.0,14.5,2.0,6.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,18,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,22.0,23.0,14.5,1.0,7.5,True,False,False
S05_flat_branch_medium_C06,S05_flat_branch_medium_C06:edge_0086:d1,19,S05_flat_branch_medium_C06:edge_0086:geometry_change_point:000,23.0,23.0,14.5,0.0,8.5,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,9,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,13.0,22.0,12.5,9.0,0.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,10,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,14.0,22.0,12.5,8.0,1.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,11,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,15.0,22.0,12.5,7.0,2.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,12,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,16.0,22.0,12.5,6.0,3.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,13,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,17.0,22.0,12.5,5.0,4.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,14,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,18.0,22.0,12.5,4.0,5.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,15,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,19.0,22.0,12.5,3.0,6.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,16,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,20.0,22.0,12.5,2.0,7.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,17,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,21.0,22.0,12.5,1.0,8.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d0,18,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,22.0,22.0,12.5,0.0,9.5,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,8,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,12.0,22.0,12.0,10.0,0.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,9,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,13.0,22.0,12.0,9.0,1.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,10,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,14.0,22.0,12.0,8.0,2.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,11,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,15.0,22.0,12.0,7.0,3.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,12,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,16.0,22.0,12.0,6.0,4.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,13,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,17.0,22.0,12.0,5.0,5.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,14,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,18.0,22.0,12.0,4.0,6.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,15,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,19.0,22.0,12.0,3.0,7.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,16,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,20.0,22.0,12.0,2.0,8.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,17,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,21.0,22.0,12.0,1.0,9.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0021:d1,18,S06_3d_branch_medium_C04:edge_0021:geometry_change_point:000,22.0,22.0,12.0,0.0,10.0,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d0,7,S06_3d_branch_medium_C04:node:node_0046,11.0,17.0,9.0,6.0,2.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d0,8,S06_3d_branch_medium_C04:node:node_0046,12.0,17.0,9.0,5.0,3.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d0,9,S06_3d_branch_medium_C04:node:node_0046,13.0,17.0,9.0,4.0,4.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d0,10,S06_3d_branch_medium_C04:node:node_0046,14.0,17.0,9.0,3.0,5.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d0,11,S06_3d_branch_medium_C04:node:node_0046,15.0,17.0,9.0,2.0,6.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d0,12,S06_3d_branch_medium_C04:node:node_0046,16.0,17.0,9.0,1.0,7.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d0,13,S06_3d_branch_medium_C04:node:node_0046,17.0,17.0,9.0,0.0,8.0,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,13,S06_3d_branch_medium_C04:node:node_0046,17.0,24.0,15.5,7.0,1.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,14,S06_3d_branch_medium_C04:node:node_0046,18.0,24.0,15.5,6.0,2.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,15,S06_3d_branch_medium_C04:node:node_0046,19.0,24.0,15.5,5.0,3.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,16,S06_3d_branch_medium_C04:node:node_0046,20.0,24.0,15.5,4.0,4.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,17,S06_3d_branch_medium_C04:node:node_0046,21.0,24.0,15.5,3.0,5.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,18,S06_3d_branch_medium_C04:node:node_0046,22.0,24.0,15.5,2.0,6.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,19,S06_3d_branch_medium_C04:node:node_0046,23.0,24.0,15.5,1.0,7.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0048:d1,20,S06_3d_branch_medium_C04:node:node_0046,24.0,24.0,15.5,0.0,8.5,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,6,S06_3d_branch_medium_C04:node:node_0075,10.0,17.0,8.5,7.0,1.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,7,S06_3d_branch_medium_C04:node:node_0075,11.0,17.0,8.5,6.0,2.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,8,S06_3d_branch_medium_C04:node:node_0075,12.0,17.0,8.5,5.0,3.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,9,S06_3d_branch_medium_C04:node:node_0075,13.0,17.0,8.5,4.0,4.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,10,S06_3d_branch_medium_C04:node:node_0075,14.0,17.0,8.5,3.0,5.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,11,S06_3d_branch_medium_C04:node:node_0075,15.0,17.0,8.5,2.0,6.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,12,S06_3d_branch_medium_C04:node:node_0075,16.0,17.0,8.5,1.0,7.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d0,13,S06_3d_branch_medium_C04:node:node_0075,17.0,17.0,8.5,0.0,8.5,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d1,11,S06_3d_branch_medium_C04:node:node_0075,15.0,21.0,13.0,6.0,2.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d1,12,S06_3d_branch_medium_C04:node:node_0075,16.0,21.0,13.0,5.0,3.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d1,13,S06_3d_branch_medium_C04:node:node_0075,17.0,21.0,13.0,4.0,4.0,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d1,14,S06_3d_branch_medium_C04:node:node_0075,18.0,21.0,13.0,3.0,5.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d1,15,S06_3d_branch_medium_C04:node:node_0075,19.0,21.0,13.0,2.0,6.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d1,16,S06_3d_branch_medium_C04:node:node_0075,20.0,21.0,13.0,1.0,7.0,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0077:d1,17,S06_3d_branch_medium_C04:node:node_0075,21.0,21.0,13.0,0.0,8.0,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d0,10,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,14.0,19.0,11.5,5.0,2.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d0,11,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,15.0,19.0,11.5,4.0,3.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d0,12,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,16.0,19.0,11.5,3.0,4.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d0,13,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,17.0,19.0,11.5,2.0,5.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d0,14,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,18.0,19.0,11.5,1.0,6.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d0,15,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,19.0,19.0,11.5,0.0,7.5,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d1,17,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,21.0,26.0,18.5,5.0,2.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d1,18,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,22.0,26.0,18.5,4.0,3.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d1,19,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,23.0,26.0,18.5,3.0,4.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d1,20,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,24.0,26.0,18.5,2.0,5.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d1,21,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,25.0,26.0,18.5,1.0,6.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0083:d1,22,S06_3d_branch_medium_C04:edge_0083:geometry_change_point:000,26.0,26.0,18.5,0.0,7.5,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,9,S06_3d_branch_medium_C04:node:node_0096,13.0,20.0,11.5,7.0,1.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,10,S06_3d_branch_medium_C04:node:node_0096,14.0,20.0,11.5,6.0,2.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,11,S06_3d_branch_medium_C04:node:node_0096,15.0,20.0,11.5,5.0,3.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,12,S06_3d_branch_medium_C04:node:node_0096,16.0,20.0,11.5,4.0,4.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,13,S06_3d_branch_medium_C04:node:node_0096,17.0,20.0,11.5,3.0,5.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,14,S06_3d_branch_medium_C04:node:node_0096,18.0,20.0,11.5,2.0,6.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,15,S06_3d_branch_medium_C04:node:node_0096,19.0,20.0,11.5,1.0,7.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d0,16,S06_3d_branch_medium_C04:node:node_0096,20.0,20.0,11.5,0.0,8.5,False,True,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,6,S06_3d_branch_medium_C04:node:node_0096,10.0,17.0,8.5,7.0,1.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,7,S06_3d_branch_medium_C04:node:node_0096,11.0,17.0,8.5,6.0,2.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,8,S06_3d_branch_medium_C04:node:node_0096,12.0,17.0,8.5,5.0,3.5,True,False,True
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,9,S06_3d_branch_medium_C04:node:node_0096,13.0,17.0,8.5,4.0,4.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,10,S06_3d_branch_medium_C04:node:node_0096,14.0,17.0,8.5,3.0,5.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,11,S06_3d_branch_medium_C04:node:node_0096,15.0,17.0,8.5,2.0,6.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,12,S06_3d_branch_medium_C04:node:node_0096,16.0,17.0,8.5,1.0,7.5,True,False,False
S06_3d_branch_medium_C04,S06_3d_branch_medium_C04:edge_0096:d1,13,S06_3d_branch_medium_C04:node:node_0096,17.0,17.0,8.5,0.0,8.5,False,True,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d0,12,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,16.0,21.0,13.5,5.0,2.5,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d0,13,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,17.0,21.0,13.5,4.0,3.5,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d0,14,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,18.0,21.0,13.5,3.0,4.5,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d0,15,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,19.0,21.0,13.5,2.0,5.5,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d0,16,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,20.0,21.0,13.5,1.0,6.5,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d0,17,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,21.0,21.0,13.5,0.0,7.5,False,True,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d1,10,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,14.0,19.0,11.5,5.0,2.5,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d1,11,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,15.0,19.0,11.5,4.0,3.5,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d1,12,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,16.0,19.0,11.5,3.0,4.5,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d1,13,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,17.0,19.0,11.5,2.0,5.5,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d1,14,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,18.0,19.0,11.5,1.0,6.5,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0015:d1,15,S06_3d_branch_medium_C05:edge_0015:geometry_change_point:000,19.0,19.0,11.5,0.0,7.5,False,True,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,8,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,12.0,20.0,11.0,8.0,1.0,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,9,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,13.0,20.0,11.0,7.0,2.0,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,10,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,14.0,20.0,11.0,6.0,3.0,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,11,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,15.0,20.0,11.0,5.0,4.0,True,False,True
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,12,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,16.0,20.0,11.0,4.0,5.0,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,13,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,17.0,20.0,11.0,3.0,6.0,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,14,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,18.0,20.0,11.0,2.0,7.0,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,15,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,19.0,20.0,11.0,1.0,8.0,True,False,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d0,16,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,20.0,20.0,11.0,0.0,9.0,False,True,False
S06_3d_branch_medium_C05,S06_3d_branch_medium_C05:edge_0065:d1,10,S06_3d_branch_medium_C05:edge_0065:geometry_change_point:000,14.0,23.0,13.5,9.0,0.5,True,False,True
