pose_index,frame_index,route_arc_m,edge_id,tunnel_id,z_offset_m,candidate_sensor_z_m,horizontal_clearance_m,downward_distance_m,upward_distance_m,vertical_evidence_complete,floor_following_passed,feasible
1,39,78.0,edge_0009,129,0.05,-29.092909622432515,0.9535882472991943,0.9602894186973572,4.793174743652344,True,True,True
1,39,78.0,edge_0009,129,0.1,-29.042909622432514,1.2147856950759888,1.0102887153625488,4.743175506591797,True,True,True
1,39,78.0,edge_0009,129,0.15,-28.992909622432517,1.4899499416351318,1.0602879524230957,4.69317626953125,True,False,False
1,39,78.0,edge_0009,129,0.2,-28.942909622432516,1.653399109840393,1.1102889776229858,4.64317512512207,True,False,False
1,39,78.0,edge_0009,129,0.25,-28.892909622432516,1.7781754732131958,1.1602882146835327,4.593175888061523,True,False,False
1,39,78.0,edge_0009,129,0.3,-28.842909622432515,2.2864465713500977,1.2102893590927124,4.543174743652344,True,False,False
1,39,78.0,edge_0009,129,0.35,-28.792909622432514,2.3360743522644043,1.2602885961532593,4.493175506591797,True,False,False
1,39,78.0,edge_0009,129,0.4,-28.742909622432517,2.4122657775878906,1.3102878332138062,4.44317626953125,True,False,False
1,39,78.0,edge_0009,129,0.45,-28.692909622432516,2.5384609699249268,1.3602888584136963,4.39317512512207,True,False,False
1,39,78.0,edge_0009,129,0.5,-28.642909622432516,2.6500673294067383,1.4102880954742432,4.343175888061523,True,False,False
1,39,78.0,edge_0009,129,0.55,-28.592909622432515,2.6889092922210693,1.4602893590927124,4.293174743652344,True,False,False
1,39,78.0,edge_0009,129,0.6,-28.542909622432514,2.727675199508667,1.5102885961532593,4.243175506591797,True,False,False
1,39,78.0,edge_0009,129,0.65,-28.492909622432517,2.766376495361328,1.5602878332138062,4.19317626953125,True,False,False
1,39,78.0,edge_0009,129,0.7,-28.442909622432516,2.805314540863037,1.6102888584136963,4.14317512512207,True,False,False
1,39,78.0,edge_0009,129,0.75,-28.392909622432516,2.8464009761810303,1.6602880954742432,4.093175888061523,True,False,False
1,39,78.0,edge_0009,129,0.8,-28.342909622432515,2.881725788116455,1.7102892398834229,4.043174743652344,True,False,False
1,39,78.0,edge_0009,129,0.85,-28.292909622432514,2.8963875770568848,1.7602884769439697,3.993175506591797,True,False,False
1,39,78.0,edge_0009,129,0.9,-28.242909622432517,2.9115006923675537,1.8102877140045166,3.943176031112671,True,False,False
1,39,78.0,edge_0009,129,0.95,-28.192909622432516,2.9270761013031006,1.8602889776229858,3.893174886703491,True,False,False
1,39,78.0,edge_0009,129,1.0,-28.142909622432516,2.9431278705596924,1.9102880954742432,3.8431758880615234,True,False,False
1,39,78.0,edge_0009,129,1.05,-28.092909622432515,2.9596683979034424,1.9602892398834229,3.7931747436523438,True,False,False
1,39,78.0,edge_0009,129,1.1,-28.042909622432514,2.9749228954315186,2.0102884769439697,3.743175506591797,True,False,False
1,39,78.0,edge_0009,129,1.15,-27.992909622432517,2.9897830486297607,2.0602877140045166,3.693176031112671,True,False,False
1,39,78.0,edge_0009,129,1.2,-27.942909622432516,3.0047638416290283,2.1102888584136963,3.643174886703491,True,False,False
1,39,78.0,edge_0009,129,1.25,-27.892909622432516,3.0198676586151123,2.160288095474243,3.5931758880615234,True,False,False
1,39,78.0,edge_0009,129,1.3,-27.842909622432515,3.0350987911224365,2.210289239883423,3.5431747436523438,True,False,False
1,39,78.0,edge_0009,129,1.35,-27.792909622432514,3.050457715988159,2.2602884769439697,3.493175506591797,True,False,False
1,39,78.0,edge_0009,129,1.4,-27.742909622432517,3.0655269622802734,2.3102879524230957,3.443176031112671,True,False,False
1,39,78.0,edge_0009,129,1.45,-27.692909622432516,3.071666955947876,2.3602888584136963,3.393174886703491,True,False,False
1,39,78.0,edge_0009,129,1.5,-27.642909622432516,3.0734517574310303,2.410288095474243,3.3431758880615234,True,False,False
1,39,78.0,edge_0009,129,1.55,-27.592909622432515,3.076556444168091,2.460289239883423,3.2931747436523438,True,False,False
1,39,78.0,edge_0009,129,1.6,-27.542909622432514,3.082706928253174,2.5102884769439697,3.243175506591797,True,False,False
1,39,78.0,edge_0009,129,1.65,-27.492909622432517,2.6574466228485107,2.5602877140045166,3.193176031112671,True,False,False
1,39,78.0,edge_0009,129,1.7,-27.442909622432516,2.435373067855835,2.6102888584136963,3.1431753635406494,True,False,False
1,39,78.0,edge_0009,129,1.75,-27.392909622432516,2.421262741088867,2.660288095474243,3.0931758880615234,True,False,False
1,39,78.0,edge_0009,129,1.8,-27.342909622432515,2.4006340503692627,2.710289239883423,3.0431747436523438,True,False,False
1,39,78.0,edge_0009,129,1.85,-27.292909622432514,2.3804006576538086,2.7602884769439697,2.993175506591797,True,False,False
1,39,78.0,edge_0009,129,1.9,-27.242909622432517,2.3605525493621826,2.8102877140045166,2.943176507949829,True,False,False
1,39,78.0,edge_0009,129,1.95,-27.192909622432516,2.3410799503326416,2.8602890968322754,2.8931753635406494,True,False,False
1,39,78.0,edge_0009,129,2.0,-27.142909622432516,2.149996519088745,2.910288095474243,2.8431758880615234,True,False,False
2,105,210.0,edge_0018,129,-1.0,-29.185133206030667,0.03179488331079483,0.0014885186683386564,4.20994758605957,True,False,False
2,105,210.0,edge_0018,129,-0.95,-29.135133206030666,0.2591508626937866,0.0514877587556839,4.159948348999023,True,False,False
2,105,210.0,edge_0018,129,-0.9,-29.085133206030665,0.37147021293640137,0.10148890316486359,4.109947204589844,True,False,False
2,105,210.0,edge_0018,129,-0.85,-29.035133206030668,0.4837853014469147,0.15148815512657166,4.059947967529297,True,False,False
2,105,210.0,edge_0018,129,-0.8,-28.985133206030667,0.5961003303527832,0.20148739218711853,4.00994873046875,True,False,False
2,105,210.0,edge_0018,129,-0.75,-28.935133206030667,0.6132639646530151,0.25148850679397583,3.959946870803833,True,False,False
2,105,210.0,edge_0018,129,-0.7,-28.885133206030666,0.6287506222724915,0.3014877438545227,3.9099478721618652,True,False,False
2,105,210.0,edge_0018,129,-0.65,-28.835133206030665,0.6442378163337708,0.3514888882637024,3.8599467277526855,True,False,False
2,105,210.0,edge_0018,129,-0.6,-28.785133206030668,0.6597244143486023,0.40148812532424927,3.8099474906921387,True,False,False
2,105,210.0,edge_0018,129,-0.55,-28.735133206030667,0.6721189618110657,0.4514874219894409,3.759948253631592,True,False,False
2,105,210.0,edge_0018,129,-0.5,-28.685133206030667,0.6841877102851868,0.5014885067939758,3.709947109222412,True,False,False
2,105,210.0,edge_0018,129,-0.45,-28.635133206030666,0.6962559819221497,0.5514878034591675,3.6599478721618652,True,False,False
2,105,210.0,edge_0018,129,-0.4,-28.585133206030665,0.708324670791626,0.6014889478683472,3.6099467277526855,True,False,False
2,105,210.0,edge_0018,129,-0.35,-28.535133206030668,0.7203928828239441,0.6514881253242493,3.5599474906921387,True,False,False
2,105,210.0,edge_0018,129,-0.3,-28.485133206030667,0.732461154460907,0.7014874219894409,3.509948253631592,True,False,False
2,105,210.0,edge_0018,129,-0.25,-28.435133206030667,0.7445299029350281,0.7514885067939758,3.459947109222412,True,False,False
2,105,210.0,edge_0018,129,-0.2,-28.385133206030666,0.7565981149673462,0.8014878034591675,3.4099478721618652,True,False,False
2,105,210.0,edge_0018,129,-0.15,-28.335133206030665,0.7742052674293518,0.8514889478683472,3.3599467277526855,True,False,False
2,105,210.0,edge_0018,129,-0.1,-28.285133206030668,0.7653986215591431,0.9014881253242493,3.3099474906921387,True,False,False
2,105,210.0,edge_0018,129,-0.05,-28.235133206030667,0.7354756593704224,0.9514873027801514,3.2599480152130127,True,True,False
2,105,210.0,edge_0018,129,0.0,-28.185133206030667,0.7077194452285767,1.001488447189331,3.209946870803833,True,True,False
2,105,210.0,edge_0018,129,0.05,-28.135133206030666,0.6808527708053589,1.051487684249878,3.159947633743286,True,False,False
2,105,210.0,edge_0018,129,0.1,-28.085133206030665,0.6539850831031799,1.1014888286590576,3.1099464893341064,True,False,False
2,105,210.0,edge_0018,129,0.15,-28.035133206030668,0.6330055594444275,1.151488184928894,3.0599474906921387,True,False,False
2,105,210.0,edge_0018,129,0.2,-27.985133206030667,0.6443549990653992,1.201487421989441,3.009948253631592,True,False,False
2,105,210.0,edge_0018,129,0.25,-27.935133206030667,0.6901820302009583,1.2514885663986206,2.959947109222412,True,False,False
2,105,210.0,edge_0018,129,0.3,-27.885133206030666,0.7639063000679016,1.3014878034591675,2.9099478721618652,True,False,False
2,105,210.0,edge_0018,129,0.35,-27.835133206030665,1.129360556602478,1.3514889478683472,2.8599467277526855,True,False,False
2,105,210.0,edge_0018,129,0.4,-27.785133206030668,1.2346903085708618,1.4014880657196045,2.8099474906921387,True,False,False
2,105,210.0,edge_0018,129,0.45,-27.735133206030667,1.2768796682357788,1.4514873027801514,2.759948253631592,True,False,False
2,105,210.0,edge_0018,129,0.5,-27.685133206030667,1.3158942461013794,1.501488447189331,2.709947109222412,True,False,False
2,105,210.0,edge_0018,129,0.55,-27.635133206030666,1.3550955057144165,1.551487684249878,2.6599478721618652,True,False,False
2,105,210.0,edge_0018,129,0.6,-27.585133206030665,1.3946723937988281,1.6014888286590576,2.6099467277526855,True,False,False
2,105,210.0,edge_0018,129,0.65,-27.535133206030668,1.4346342086791992,1.651488184928894,2.5599474906921387,True,False,False
2,105,210.0,edge_0018,129,0.7,-27.485133206030667,1.474995493888855,1.701487421989441,2.509948253631592,True,False,False
2,105,210.0,edge_0018,129,0.75,-27.435133206030667,1.941677451133728,1.7514886856079102,2.459947109222412,True,False,False
2,105,210.0,edge_0018,129,0.8,-27.385133206030666,2.006277322769165,1.801487922668457,2.4099478721618652,True,False,False
2,105,210.0,edge_0018,129,0.85,-27.335133206030665,2.0707712173461914,1.8514891862869263,2.3599467277526855,True,False,False
2,105,210.0,edge_0018,129,0.9,-27.285133206030668,2.1338353157043457,1.9014884233474731,2.3099474906921387,True,False,False
2,105,210.0,edge_0018,129,0.95,-27.235133206030667,2.148872137069702,1.9514875411987305,2.259948253631592,True,False,False
2,105,210.0,edge_0018,129,1.0,-27.185133206030667,2.144148588180542,2.00148868560791,2.209947109222412,True,False,False
2,105,210.0,edge_0018,129,1.05,-27.135133206030666,2.1407158374786377,2.051487922668457,2.159947633743286,True,False,False
2,105,210.0,edge_0018,129,1.1,-27.085133206030665,2.1423239707946777,2.101489305496216,2.1099464893341064,True,False,False
2,105,210.0,edge_0018,129,1.15,-27.035133206030668,2.1441240310668945,2.1514883041381836,2.0599474906921387,True,False,False
2,105,210.0,edge_0018,129,1.2,-26.985133206030667,2.1409831047058105,2.2014875411987305,2.009948253631592,True,False,False
2,105,210.0,edge_0018,129,1.25,-26.935133206030667,2.137075185775757,2.25148868560791,1.9599473476409912,True,False,False
2,105,210.0,edge_0018,129,1.3,-26.885133206030666,2.1333770751953125,2.301487922668457,1.9099479913711548,True,False,False
2,105,210.0,edge_0018,129,1.35,-26.835133206030665,2.133883237838745,2.3514890670776367,1.8599467277526855,True,False,False
2,105,210.0,edge_0018,129,1.4,-26.785133206030668,2.136338710784912,2.4014883041381836,1.8099476099014282,True,False,False
2,105,210.0,edge_0018,129,1.45,-26.735133206030667,2.1360325813293457,2.4514877796173096,1.7599483728408813,True,False,False
2,105,210.0,edge_0018,129,1.5,-26.685133206030667,2.1328892707824707,2.5014889240264893,1.7099472284317017,True,False,False
2,105,210.0,edge_0018,129,1.55,-26.635133206030666,2.139244318008423,2.551487922668457,1.6599479913711548,True,False,False
2,105,210.0,edge_0018,129,1.6,-26.585133206030665,2.1526973247528076,2.6014890670776367,1.609946846961975,True,False,False
2,105,210.0,edge_0018,129,1.65,-26.535133206030668,2.1642215251922607,2.6514883041381836,1.5599476099014282,True,False,False
2,105,210.0,edge_0018,129,1.7,-26.485133206030667,2.179166555404663,2.7014875411987305,1.5099483728408813,True,False,False
2,105,210.0,edge_0018,129,1.75,-26.435133206030667,2.1947174072265625,2.75148868560791,1.4599472284317017,True,False,False
2,105,210.0,edge_0018,129,1.8,-26.385133206030666,2.2108848094940186,2.801487922668457,1.4099478721618652,True,False,False
2,105,210.0,edge_0018,129,1.85,-26.335133206030665,2.22664213180542,2.8514890670776367,1.3599467277526855,True,False,False
2,105,210.0,edge_0018,129,1.9,-26.285133206030668,2.244417905807495,2.9014885425567627,1.3099476099014282,True,False,False
2,105,210.0,edge_0018,129,1.95,-26.235133206030667,2.2623229026794434,2.9514875411987305,1.2599483728408813,True,False,False
2,105,210.0,edge_0018,129,2.0,-26.185133206030667,2.2413766384124756,3.00148868560791,1.2099472284317017,True,False,False
3,108,216.0,edge_0018,129,-1.0,-29.051098046859405,0.0165705606341362,inf,0.0004084766551386565,False,False,False
3,108,216.0,edge_0018,129,-0.95,-29.001098046859404,0.8663278222084045,0.04959075525403023,6.324832439422607,True,False,False
3,108,216.0,edge_0018,129,-0.9,-28.951098046859403,0.8554897308349609,0.09959190338850021,6.2748308181762695,True,False,False
3,108,216.0,edge_0018,129,-0.85,-28.901098046859406,0.8449621200561523,0.14959114789962769,6.224831581115723,True,False,False
3,108,216.0,edge_0018,129,-0.8,-28.851098046859406,0.834733247756958,0.19959227740764618,6.174830913543701,True,False,False
3,108,216.0,edge_0018,129,-0.75,-28.801098046859405,0.8247931599617004,0.24959152936935425,6.124831676483154,True,False,False
3,108,216.0,edge_0018,129,-0.7,-28.751098046859404,0.8151317238807678,0.29959073662757874,6.074831962585449,True,False,False
3,108,216.0,edge_0018,129,-0.65,-28.701098046859403,0.8057389855384827,0.3495918810367584,6.024831295013428,True,False,False
3,108,216.0,edge_0018,129,-0.6,-28.651098046859406,0.7966064810752869,0.3995911180973053,5.974832057952881,True,False,False
3,108,216.0,edge_0018,129,-0.55,-28.601098046859406,0.7877248525619507,0.449592262506485,5.924830436706543,True,False,False
3,108,216.0,edge_0018,129,-0.5,-28.551098046859405,0.7790637016296387,0.4995914697647095,5.874831676483154,True,False,False
3,108,216.0,edge_0018,129,-0.45,-28.501098046859404,0.7704394459724426,0.5495907664299011,5.824832439422607,True,False,False
3,108,216.0,edge_0018,129,-0.4,-28.451098046859403,0.7618148922920227,0.5995919108390808,5.7748308181762695,True,False,False
3,108,216.0,edge_0018,129,-0.35,-28.401098046859406,0.7531906962394714,0.6495911478996277,5.724831581115723,True,False,False
3,108,216.0,edge_0018,129,-0.3,-28.351098046859406,0.7445661425590515,0.6995922923088074,5.674830913543701,True,False,False
3,108,216.0,edge_0018,129,-0.25,-28.301098046859405,0.7497370839118958,0.7495915293693542,5.624831199645996,True,False,False
3,108,216.0,edge_0018,129,-0.2,-28.251098046859404,0.7527267932891846,0.7995907664299011,5.574831962585449,True,False,False
3,108,216.0,edge_0018,129,-0.15,-28.201098046859403,0.7557166814804077,0.8495919108390808,5.524831295013428,True,False,False
3,108,216.0,edge_0018,129,-0.1,-28.151098046859406,0.7587125301361084,0.8995911478996277,5.474831581115723,True,False,False
3,108,216.0,edge_0018,129,-0.05,-28.101098046859406,0.7617024183273315,0.9495922923088074,5.424829959869385,True,False,False
3,108,216.0,edge_0018,129,0.0,-28.051098046859405,0.7646921277046204,0.9995914697647095,5.374830722808838,True,True,False
3,108,216.0,edge_0018,129,0.05,-28.001098046859404,0.7677465677261353,1.049590826034546,5.324831485748291,True,True,False
3,108,216.0,edge_0018,129,0.1,-27.951098046859403,0.7710425853729248,1.099591851234436,5.274830341339111,True,False,False
3,108,216.0,edge_0018,129,0.15,-27.901098046859406,0.841206431388855,1.149591088294983,5.2248311042785645,True,False,False
3,108,216.0,edge_0018,129,0.2,-27.851098046859406,0.9138805866241455,1.1995923519134521,5.174829959869385,True,False,False
3,108,216.0,edge_0018,129,0.25,-27.801098046859405,0.9868199229240417,1.2495914697647095,5.124830722808838,True,False,False
3,108,216.0,edge_0018,129,0.3,-27.751098046859404,1.0610263347625732,1.2995907068252563,5.074831485748291,True,False,False
3,108,216.0,edge_0018,129,0.35,-27.701098046859403,1.1351549625396729,1.349591851234436,5.024830341339111,True,False,False
3,108,216.0,edge_0018,129,0.4,-27.651098046859406,1.2108583450317383,1.399591088294983,4.9748311042785645,True,False,False
3,108,216.0,edge_0018,129,0.45,-27.601098046859406,1.2864059209823608,1.4495923519134521,4.924829959869385,True,False,False
3,108,216.0,edge_0018,129,0.5,-27.551098046859405,1.362660527229309,1.4995914697647095,4.874830722808838,True,False,False
3,108,216.0,edge_0018,129,0.55,-27.501098046859404,1.439125418663025,1.5495907068252563,4.824831485748291,True,False,False
3,108,216.0,edge_0018,129,0.6,-27.451098046859403,2.5221424102783203,1.599591851234436,4.774830341339111,True,False,False
3,108,216.0,edge_0018,129,0.65,-27.401098046859406,2.5934672355651855,1.649591088294983,4.7248311042785645,True,False,False
3,108,216.0,edge_0018,129,0.7,-27.351098046859406,2.664396047592163,1.6995922327041626,4.674829959869385,True,False,False
3,108,216.0,edge_0018,129,0.75,-27.301098046859405,2.7349445819854736,1.7495914697647095,4.624830722808838,True,False,False
3,108,216.0,edge_0018,129,0.8,-27.251098046859404,2.8076417446136475,1.7995907068252563,4.574831485748291,True,False,False
3,108,216.0,edge_0018,129,0.85,-27.201098046859403,2.8812777996063232,1.849591851234436,4.524830341339111,True,False,False
3,108,216.0,edge_0018,129,0.9,-27.151098046859406,2.9556937217712402,1.899591088294983,4.4748311042785645,True,False,False
3,108,216.0,edge_0018,129,0.95,-27.101098046859406,3.007222890853882,1.9495922327041626,4.424829959869385,True,False,False
3,108,216.0,edge_0018,129,1.0,-27.051098046859405,3.04716157913208,1.9995914697647095,4.374830722808838,True,False,False
3,108,216.0,edge_0018,129,1.05,-27.001098046859404,3.0875847339630127,2.049590587615967,4.324831485748291,True,False,False
3,108,216.0,edge_0018,129,1.1,-26.951098046859403,3.128957509994507,2.0995917320251465,4.274830341339111,True,False,False
