threshold,region,selection,tp,fp,fn,ignored,output_count,precision,recall,f1
3.399616144150741e-09,old,before,12,117,0,136,265,0.09302325581395349,1.0,0.1702127659574468
3.399616144150741e-09,old,after,12,111,0,114,237,0.0975609756097561,1.0,0.17777777777777778
3.399616144150741e-09,fixed,before,12,133,0,120,265,0.08275862068965517,1.0,0.15286624203821655
3.399616144150741e-09,fixed,after,12,126,0,99,237,0.08695652173913043,1.0,0.16
3.473060727898769e-09,old,before,12,117,0,135,264,0.09302325581395349,1.0,0.1702127659574468
3.473060727898769e-09,old,after,12,111,0,113,236,0.0975609756097561,1.0,0.17777777777777778
3.473060727898769e-09,fixed,before,12,133,0,119,264,0.08275862068965517,1.0,0.15286624203821655
3.473060727898769e-09,fixed,after,12,126,0,98,236,0.08695652173913043,1.0,0.16
3.5280631749401437e-09,old,before,12,117,0,134,263,0.09302325581395349,1.0,0.1702127659574468
3.5280631749401437e-09,old,after,12,111,0,112,235,0.0975609756097561,1.0,0.17777777777777778
3.5280631749401437e-09,fixed,before,12,133,0,118,263,0.08275862068965517,1.0,0.15286624203821655
3.5280631749401437e-09,fixed,after,12,126,0,97,235,0.08695652173913043,1.0,0.16
3.8972705063144986e-09,old,before,12,117,0,133,262,0.09302325581395349,1.0,0.1702127659574468
3.8972705063144986e-09,old,after,12,111,0,112,235,0.0975609756097561,1.0,0.17777777777777778
3.8972705063144986e-09,fixed,before,12,133,0,117,262,0.08275862068965517,1.0,0.15286624203821655
3.8972705063144986e-09,fixed,after,12,126,0,97,235,0.08695652173913043,1.0,0.16
4.243781770441046e-09,old,before,12,117,0,132,261,0.09302325581395349,1.0,0.1702127659574468
4.243781770441046e-09,old,after,12,111,0,111,234,0.0975609756097561,1.0,0.17777777777777778
4.243781770441046e-09,fixed,before,12,133,0,116,261,0.08275862068965517,1.0,0.15286624203821655
4.243781770441046e-09,fixed,after,12,126,0,96,234,0.08695652173913043,1.0,0.16
4.41863790001662e-09,old,before,12,116,0,132,260,0.09375,1.0,0.17142857142857143
4.41863790001662e-09,old,after,12,110,0,111,233,0.09836065573770492,1.0,0.1791044776119403
4.41863790001662e-09,fixed,before,12,132,0,116,260,0.08333333333333333,1.0,0.15384615384615385
4.41863790001662e-09,fixed,after,12,125,0,96,233,0.08759124087591241,1.0,0.1610738255033557
4.451832680274492e-09,old,before,12,115,0,132,259,0.09448818897637795,1.0,0.17266187050359713
4.451832680274492e-09,old,after,12,109,0,111,232,0.09917355371900827,1.0,0.18045112781954886
4.451832680274492e-09,fixed,before,12,131,0,116,259,0.08391608391608392,1.0,0.15483870967741936
4.451832680274492e-09,fixed,after,12,124,0,96,232,0.08823529411764706,1.0,0.16216216216216217
4.597172420517381e-09,old,before,12,115,0,131,258,0.09448818897637795,1.0,0.17266187050359713
4.597172420517381e-09,old,after,12,109,0,111,232,0.09917355371900827,1.0,0.18045112781954886
4.597172420517381e-09,fixed,before,12,131,0,115,258,0.08391608391608392,1.0,0.15483870967741936
4.597172420517381e-09,fixed,after,12,124,0,96,232,0.08823529411764706,1.0,0.16216216216216217
4.74805306183157e-09,old,before,12,115,0,130,257,0.09448818897637795,1.0,0.17266187050359713
4.74805306183157e-09,old,after,12,109,0,110,231,0.09917355371900827,1.0,0.18045112781954886
4.74805306183157e-09,fixed,before,12,131,0,114,257,0.08391608391608392,1.0,0.15483870967741936
4.74805306183157e-09,fixed,after,12,124,0,95,231,0.08823529411764706,1.0,0.16216216216216217
4.821141263988693e-09,old,before,12,115,0,129,256,0.09448818897637795,1.0,0.17266187050359713
4.821141263988693e-09,old,after,12,109,0,109,230,0.09917355371900827,1.0,0.18045112781954886
4.821141263988693e-09,fixed,before,12,131,0,113,256,0.08391608391608392,1.0,0.15483870967741936
4.821141263988693e-09,fixed,after,12,124,0,94,230,0.08823529411764706,1.0,0.16216216216216217
6.197355517656433e-09,old,before,12,115,0,128,255,0.09448818897637795,1.0,0.17266187050359713
6.197355517656433e-09,old,after,12,109,0,109,230,0.09917355371900827,1.0,0.18045112781954886
6.197355517656433e-09,fixed,before,12,131,0,112,255,0.08391608391608392,1.0,0.15483870967741936
6.197355517656433e-09,fixed,after,12,124,0,94,230,0.08823529411764706,1.0,0.16216216216216217
6.567634436294156e-09,old,before,12,115,0,127,254,0.09448818897637795,1.0,0.17266187050359713
6.567634436294156e-09,old,after,12,109,0,108,229,0.09917355371900827,1.0,0.18045112781954886
6.567634436294156e-09,fixed,before,12,131,0,111,254,0.08391608391608392,1.0,0.15483870967741936
6.567634436294156e-09,fixed,after,12,124,0,93,229,0.08823529411764706,1.0,0.16216216216216217
7.257669132343381e-09,old,before,12,115,0,126,253,0.09448818897637795,1.0,0.17266187050359713
7.257669132343381e-09,old,after,12,109,0,108,229,0.09917355371900827,1.0,0.18045112781954886
7.257669132343381e-09,fixed,before,12,131,0,110,253,0.08391608391608392,1.0,0.15483870967741936
7.257669132343381e-09,fixed,after,12,124,0,93,229,0.08823529411764706,1.0,0.16216216216216217
7.306950156049652e-09,old,before,12,115,0,125,252,0.09448818897637795,1.0,0.17266187050359713
7.306950156049652e-09,old,after,12,109,0,107,228,0.09917355371900827,1.0,0.18045112781954886
7.306950156049652e-09,fixed,before,12,131,0,109,252,0.08391608391608392,1.0,0.15483870967741936
7.306950156049652e-09,fixed,after,12,124,0,92,228,0.08823529411764706,1.0,0.16216216216216217
7.7213142546384e-09,old,before,12,115,0,124,251,0.09448818897637795,1.0,0.17266187050359713
7.7213142546384e-09,old,after,12,109,0,106,227,0.09917355371900827,1.0,0.18045112781954886
7.7213142546384e-09,fixed,before,12,131,0,108,251,0.08391608391608392,1.0,0.15483870967741936
7.7213142546384e-09,fixed,after,12,124,0,91,227,0.08823529411764706,1.0,0.16216216216216217
8.154167119300837e-09,old,before,12,115,0,123,250,0.09448818897637795,1.0,0.17266187050359713
8.154167119300837e-09,old,after,12,109,0,105,226,0.09917355371900827,1.0,0.18045112781954886
8.154167119300837e-09,fixed,before,12,131,0,107,250,0.08391608391608392,1.0,0.15483870967741936
8.154167119300837e-09,fixed,after,12,124,0,90,226,0.08823529411764706,1.0,0.16216216216216217
8.713838539620156e-09,old,before,12,114,0,123,249,0.09523809523809523,1.0,0.17391304347826086
8.713838539620156e-09,old,after,12,108,0,105,225,0.1,1.0,0.18181818181818182
8.713838539620156e-09,fixed,before,12,130,0,107,249,0.08450704225352113,1.0,0.15584415584415584
8.713838539620156e-09,fixed,after,12,123,0,90,225,0.08888888888888889,1.0,0.16326530612244897
9.367272291171957e-09,old,before,12,114,0,122,248,0.09523809523809523,1.0,0.17391304347826086
9.367272291171957e-09,old,after,12,108,0,104,224,0.1,1.0,0.18181818181818182
9.367272291171957e-09,fixed,before,12,130,0,106,248,0.08450704225352113,1.0,0.15584415584415584
9.367272291171957e-09,fixed,after,12,123,0,89,224,0.08888888888888889,1.0,0.16326530612244897
1.017250017554261e-08,old,before,12,113,0,122,247,0.096,1.0,0.17518248175182483
1.017250017554261e-08,old,after,12,107,0,104,223,0.10084033613445378,1.0,0.183206106870229
1.017250017554261e-08,fixed,before,12,129,0,106,247,0.0851063829787234,1.0,0.1568627450980392
1.017250017554261e-08,fixed,after,12,122,0,89,223,0.08955223880597014,1.0,0.1643835616438356
1.0652619231166227e-08,old,before,12,113,0,121,246,0.096,1.0,0.17518248175182483
1.0652619231166227e-08,old,after,12,107,0,103,222,0.10084033613445378,1.0,0.183206106870229
1.0652619231166227e-08,fixed,before,12,129,0,105,246,0.0851063829787234,1.0,0.1568627450980392
1.0652619231166227e-08,fixed,after,12,122,0,88,222,0.08955223880597014,1.0,0.1643835616438356
1.1171645830643229e-08,old,before,12,113,0,120,245,0.096,1.0,0.17518248175182483
1.1171645830643229e-08,old,after,12,107,0,102,221,0.10084033613445378,1.0,0.183206106870229
1.1171645830643229e-08,fixed,before,12,129,0,104,245,0.0851063829787234,1.0,0.1568627450980392
1.1171645830643229e-08,fixed,after,12,122,0,87,221,0.08955223880597014,1.0,0.1643835616438356
1.155493123405904e-08,old,before,12,113,0,119,244,0.096,1.0,0.17518248175182483
1.155493123405904e-08,old,after,12,107,0,102,221,0.10084033613445378,1.0,0.183206106870229
1.155493123405904e-08,fixed,before,12,129,0,103,244,0.0851063829787234,1.0,0.1568627450980392
1.155493123405904e-08,fixed,after,12,122,0,87,221,0.08955223880597014,1.0,0.1643835616438356
1.2051076581087727e-08,old,before,12,113,0,118,243,0.096,1.0,0.17518248175182483
1.2051076581087727e-08,old,after,12,107,0,102,221,0.10084033613445378,1.0,0.183206106870229
1.2051076581087727e-08,fixed,before,12,129,0,102,243,0.0851063829787234,1.0,0.1568627450980392
1.2051076581087727e-08,fixed,after,12,122,0,87,221,0.08955223880597014,1.0,0.1643835616438356
1.3667698084418589e-08,old,before,12,113,0,117,242,0.096,1.0,0.17518248175182483
1.3667698084418589e-08,old,after,12,107,0,101,220,0.10084033613445378,1.0,0.183206106870229
1.3667698084418589e-08,fixed,before,12,129,0,101,242,0.0851063829787234,1.0,0.1568627450980392
1.3667698084418589e-08,fixed,after,12,122,0,86,220,0.08955223880597014,1.0,0.1643835616438356
1.4629831568413465e-08,old,before,12,113,0,116,241,0.096,1.0,0.17518248175182483
1.4629831568413465e-08,old,after,12,107,0,100,219,0.10084033613445378,1.0,0.183206106870229
1.4629831568413465e-08,fixed,before,12,129,0,100,241,0.0851063829787234,1.0,0.1568627450980392
1.4629831568413465e-08,fixed,after,12,122,0,85,219,0.08955223880597014,1.0,0.1643835616438356
1.5228264871325337e-08,old,before,12,112,0,116,240,0.0967741935483871,1.0,0.17647058823529413
1.5228264871325337e-08,old,after,12,106,0,100,218,0.1016949152542373,1.0,0.18461538461538463
1.5228264871325337e-08,fixed,before,12,128,0,100,240,0.08571428571428572,1.0,0.15789473684210525
1.5228264871325337e-08,fixed,after,12,121,0,85,218,0.09022556390977443,1.0,0.16551724137931034
1.5240122053228333e-08,old,before,12,112,0,115,239,0.0967741935483871,1.0,0.17647058823529413
1.5240122053228333e-08,old,after,12,106,0,99,217,0.1016949152542373,1.0,0.18461538461538463
1.5240122053228333e-08,fixed,before,12,128,0,99,239,0.08571428571428572,1.0,0.15789473684210525
1.5240122053228333e-08,fixed,after,12,121,0,84,217,0.09022556390977443,1.0,0.16551724137931034
1.632751356339668e-08,old,before,12,112,0,114,238,0.0967741935483871,1.0,0.17647058823529413
1.632751356339668e-08,old,after,12,106,0,99,217,0.1016949152542373,1.0,0.18461538461538463
1.632751356339668e-08,fixed,before,12,128,0,98,238,0.08571428571428572,1.0,0.15789473684210525
1.632751356339668e-08,fixed,after,12,121,0,84,217,0.09022556390977443,1.0,0.16551724137931034
1.6555148363295302e-08,old,before,12,111,0,114,237,0.0975609756097561,1.0,0.17777777777777778
1.6555148363295302e-08,old,after,12,106,0,99,217,0.1016949152542373,1.0,0.18461538461538463
1.6555148363295302e-08,fixed,before,12,127,0,98,237,0.08633093525179857,1.0,0.15894039735099338
1.6555148363295302e-08,fixed,after,12,121,0,84,217,0.09022556390977443,1.0,0.16551724137931034
1.739115873533592e-08,old,before,12,111,0,113,236,0.0975609756097561,1.0,0.17777777777777778
1.739115873533592e-08,old,after,12,106,0,99,217,0.1016949152542373,1.0,0.18461538461538463
1.739115873533592e-08,fixed,before,12,127,0,97,236,0.08633093525179857,1.0,0.15894039735099338
1.739115873533592e-08,fixed,after,12,121,0,84,217,0.09022556390977443,1.0,0.16551724137931034
1.7434901522506152e-08,old,before,12,111,0,112,235,0.0975609756097561,1.0,0.17777777777777778
1.7434901522506152e-08,old,after,12,106,0,99,217,0.1016949152542373,1.0,0.18461538461538463
1.7434901522506152e-08,fixed,before,12,127,0,96,235,0.08633093525179857,1.0,0.15894039735099338
1.7434901522506152e-08,fixed,after,12,121,0,84,217,0.09022556390977443,1.0,0.16551724137931034
1.7589885104030145e-08,old,before,12,111,0,111,234,0.0975609756097561,1.0,0.17777777777777778
1.7589885104030145e-08,old,after,12,106,0,99,217,0.1016949152542373,1.0,0.18461538461538463
1.7589885104030145e-08,fixed,before,12,127,0,95,234,0.08633093525179857,1.0,0.15894039735099338
1.7589885104030145e-08,fixed,after,12,121,0,84,217,0.09022556390977443,1.0,0.16551724137931034
2.1892635260201132e-08,old,before,12,110,0,111,233,0.09836065573770492,1.0,0.1791044776119403
2.1892635260201132e-08,old,after,12,105,0,99,216,0.10256410256410256,1.0,0.18604651162790697
2.1892635260201132e-08,fixed,before,12,126,0,95,233,0.08695652173913043,1.0,0.16
2.1892635260201132e-08,fixed,after,12,120,0,84,216,0.09090909090909091,1.0,0.16666666666666666
2.2285460588022943e-08,old,before,12,110,0,110,232,0.09836065573770492,1.0,0.1791044776119403
2.2285460588022943e-08,old,after,12,105,0,98,215,0.10256410256410256,1.0,0.18604651162790697
2.2285460588022943e-08,fixed,before,12,126,0,94,232,0.08695652173913043,1.0,0.16
2.2285460588022943e-08,fixed,after,12,120,0,83,215,0.09090909090909091,1.0,0.16666666666666666
2.3020039208176968e-08,old,before,12,110,0,109,231,0.09836065573770492,1.0,0.1791044776119403
2.3020039208176968e-08,old,after,12,105,0,97,214,0.10256410256410256,1.0,0.18604651162790697
2.3020039208176968e-08,fixed,before,12,126,0,93,231,0.08695652173913043,1.0,0.16
2.3020039208176968e-08,fixed,after,12,120,0,82,214,0.09090909090909091,1.0,0.16666666666666666
2.334725657249237e-08,old,before,12,110,0,108,230,0.09836065573770492,1.0,0.1791044776119403
2.334725657249237e-08,old,after,12,105,0,96,213,0.10256410256410256,1.0,0.18604651162790697
2.334725657249237e-08,fixed,before,12,126,0,92,230,0.08695652173913043,1.0,0.16
2.334725657249237e-08,fixed,after,12,120,0,81,213,0.09090909090909091,1.0,0.16666666666666666
2.3426434125894957e-08,old,before,12,110,0,107,229,0.09836065573770492,1.0,0.1791044776119403
2.3426434125894957e-08,old,after,12,105,0,95,212,0.10256410256410256,1.0,0.18604651162790697
2.3426434125894957e-08,fixed,before,12,126,0,91,229,0.08695652173913043,1.0,0.16
2.3426434125894957e-08,fixed,after,12,120,0,80,212,0.09090909090909091,1.0,0.16666666666666666
2.49938310048492e-08,old,before,12,110,0,106,228,0.09836065573770492,1.0,0.1791044776119403
2.49938310048492e-08,old,after,12,105,0,94,211,0.10256410256410256,1.0,0.18604651162790697
2.49938310048492e-08,fixed,before,12,126,0,90,228,0.08695652173913043,1.0,0.16
2.49938310048492e-08,fixed,after,12,120,0,79,211,0.09090909090909091,1.0,0.16666666666666666
2.5923181823372943e-08,old,before,12,110,0,105,227,0.09836065573770492,1.0,0.1791044776119403
2.5923181823372943e-08,old,after,12,105,0,93,210,0.10256410256410256,1.0,0.18604651162790697
2.5923181823372943e-08,fixed,before,12,126,0,89,227,0.08695652173913043,1.0,0.16
2.5923181823372943e-08,fixed,after,12,120,0,78,210,0.09090909090909091,1.0,0.16666666666666666
2.6924038110109905e-08,old,before,12,110,0,104,226,0.09836065573770492,1.0,0.1791044776119403
2.6924038110109905e-08,old,after,12,105,0,92,209,0.10256410256410256,1.0,0.18604651162790697
2.6924038110109905e-08,fixed,before,12,126,0,88,226,0.08695652173913043,1.0,0.16
2.6924038110109905e-08,fixed,after,12,120,0,77,209,0.09090909090909091,1.0,0.16666666666666666
2.7386761303205276e-08,old,before,12,109,0,104,225,0.09917355371900827,1.0,0.18045112781954886
2.7386761303205276e-08,old,after,12,104,0,92,208,0.10344827586206896,1.0,0.1875
2.7386761303205276e-08,fixed,before,12,126,0,87,225,0.08695652173913043,1.0,0.16
2.7386761303205276e-08,fixed,after,12,120,0,76,208,0.09090909090909091,1.0,0.16666666666666666
3.3530138665582854e-08,old,before,12,109,0,103,224,0.09917355371900827,1.0,0.18045112781954886
3.3530138665582854e-08,old,after,12,104,0,91,207,0.10344827586206896,1.0,0.1875
3.3530138665582854e-08,fixed,before,12,126,0,86,224,0.08695652173913043,1.0,0.16
3.3530138665582854e-08,fixed,after,12,120,0,75,207,0.09090909090909091,1.0,0.16666666666666666
3.963949524177224e-08,old,before,12,108,0,103,223,0.1,1.0,0.18181818181818182
3.963949524177224e-08,old,after,12,103,0,91,206,0.10434782608695652,1.0,0.1889763779527559
3.963949524177224e-08,fixed,before,12,125,0,86,223,0.08759124087591241,1.0,0.1610738255033557
3.963949524177224e-08,fixed,after,12,119,0,75,206,0.0916030534351145,1.0,0.16783216783216784
4.421877619620318e-08,old,before,12,107,0,103,222,0.10084033613445378,1.0,0.183206106870229
4.421877619620318e-08,old,after,12,102,0,91,205,0.10526315789473684,1.0,0.19047619047619047
4.421877619620318e-08,fixed,before,12,124,0,86,222,0.08823529411764706,1.0,0.16216216216216217
4.421877619620318e-08,fixed,after,12,118,0,75,205,0.09230769230769231,1.0,0.16901408450704225
4.695443323043946e-08,old,before,12,106,0,103,221,0.1016949152542373,1.0,0.18461538461538463
4.695443323043946e-08,old,after,12,101,0,91,204,0.10619469026548672,1.0,0.192
4.695443323043946e-08,fixed,before,12,123,0,86,221,0.08888888888888889,1.0,0.16326530612244897
4.695443323043946e-08,fixed,after,12,117,0,75,204,0.09302325581395349,1.0,0.1702127659574468
4.7407169745383726e-08,old,before,12,106,0,102,220,0.1016949152542373,1.0,0.18461538461538463
4.7407169745383726e-08,old,after,12,101,0,90,203,0.10619469026548672,1.0,0.192
4.7407169745383726e-08,fixed,before,12,123,0,85,220,0.08888888888888889,1.0,0.16326530612244897
4.7407169745383726e-08,fixed,after,12,117,0,74,203,0.09302325581395349,1.0,0.1702127659574468
5.5908749629907106e-08,old,before,12,106,0,101,219,0.1016949152542373,1.0,0.18461538461538463
5.5908749629907106e-08,old,after,12,101,0,89,202,0.10619469026548672,1.0,0.192
5.5908749629907106e-08,fixed,before,12,123,0,84,219,0.08888888888888889,1.0,0.16326530612244897
5.5908749629907106e-08,fixed,after,12,117,0,73,202,0.09302325581395349,1.0,0.1702127659574468
5.608038122772996e-08,old,before,12,106,0,100,218,0.1016949152542373,1.0,0.18461538461538463
5.608038122772996e-08,old,after,12,101,0,88,201,0.10619469026548672,1.0,0.192
5.608038122772996e-08,fixed,before,12,123,0,83,218,0.08888888888888889,1.0,0.16326530612244897
5.608038122772996e-08,fixed,after,12,117,0,72,201,0.09302325581395349,1.0,0.1702127659574468
6.045488021300116e-08,old,before,12,106,0,99,217,0.1016949152542373,1.0,0.18461538461538463
6.045488021300116e-08,old,after,12,101,0,88,201,0.10619469026548672,1.0,0.192
6.045488021300116e-08,fixed,before,12,123,0,82,217,0.08888888888888889,1.0,0.16326530612244897
6.045488021300116e-08,fixed,after,12,117,0,72,201,0.09302325581395349,1.0,0.1702127659574468
6.138395747257164e-08,old,before,12,106,0,98,216,0.1016949152542373,1.0,0.18461538461538463
6.138395747257164e-08,old,after,12,101,0,87,200,0.10619469026548672,1.0,0.192
6.138395747257164e-08,fixed,before,12,123,0,81,216,0.08888888888888889,1.0,0.16326530612244897
6.138395747257164e-08,fixed,after,12,117,0,71,200,0.09302325581395349,1.0,0.1702127659574468
6.198327184847585e-08,old,before,12,106,0,97,215,0.1016949152542373,1.0,0.18461538461538463
6.198327184847585e-08,old,after,12,101,0,86,199,0.10619469026548672,1.0,0.192
6.198327184847585e-08,fixed,before,12,123,0,80,215,0.08888888888888889,1.0,0.16326530612244897
6.198327184847585e-08,fixed,after,12,117,0,70,199,0.09302325581395349,1.0,0.1702127659574468
6.528806295591494e-08,old,before,12,106,0,96,214,0.1016949152542373,1.0,0.18461538461538463
6.528806295591494e-08,old,after,12,101,0,85,198,0.10619469026548672,1.0,0.192
6.528806295591494e-08,fixed,before,12,123,0,79,214,0.08888888888888889,1.0,0.16326530612244897
6.528806295591494e-08,fixed,after,12,117,0,69,198,0.09302325581395349,1.0,0.1702127659574468
7.626457687592847e-08,old,before,12,106,0,95,213,0.1016949152542373,1.0,0.18461538461538463
7.626457687592847e-08,old,after,12,101,0,84,197,0.10619469026548672,1.0,0.192
7.626457687592847e-08,fixed,before,12,123,0,78,213,0.08888888888888889,1.0,0.16326530612244897
7.626457687592847e-08,fixed,after,12,117,0,68,197,0.09302325581395349,1.0,0.1702127659574468
7.843329541401545e-08,old,before,12,105,0,95,212,0.10256410256410256,1.0,0.18604651162790697
7.843329541401545e-08,old,after,12,100,0,84,196,0.10714285714285714,1.0,0.1935483870967742
7.843329541401545e-08,fixed,before,12,122,0,78,212,0.08955223880597014,1.0,0.1643835616438356
7.843329541401545e-08,fixed,after,12,116,0,68,196,0.09375,1.0,0.17142857142857143
8.517930183415956e-08,old,before,12,105,0,94,211,0.10256410256410256,1.0,0.18604651162790697
8.517930183415956e-08,old,after,12,100,0,83,195,0.10714285714285714,1.0,0.1935483870967742
8.517930183415956e-08,fixed,before,12,122,0,77,211,0.08955223880597014,1.0,0.1643835616438356
8.517930183415956e-08,fixed,after,12,116,0,67,195,0.09375,1.0,0.17142857142857143
1.0229220492874447e-07,old,before,12,105,0,93,210,0.10256410256410256,1.0,0.18604651162790697
1.0229220492874447e-07,old,after,12,100,0,83,195,0.10714285714285714,1.0,0.1935483870967742
1.0229220492874447e-07,fixed,before,12,122,0,76,210,0.08955223880597014,1.0,0.1643835616438356
1.0229220492874447e-07,fixed,after,12,116,0,67,195,0.09375,1.0,0.17142857142857143
1.0703234920583782e-07,old,before,12,105,0,92,209,0.10256410256410256,1.0,0.18604651162790697
1.0703234920583782e-07,old,after,12,100,0,82,194,0.10714285714285714,1.0,0.1935483870967742
1.0703234920583782e-07,fixed,before,12,122,0,75,209,0.08955223880597014,1.0,0.1643835616438356
1.0703234920583782e-07,fixed,after,12,116,0,66,194,0.09375,1.0,0.17142857142857143
1.080330349623182e-07,old,before,12,105,0,91,208,0.10256410256410256,1.0,0.18604651162790697
1.080330349623182e-07,old,after,12,100,0,81,193,0.10714285714285714,1.0,0.1935483870967742
1.080330349623182e-07,fixed,before,12,122,0,74,208,0.08955223880597014,1.0,0.1643835616438356
1.080330349623182e-07,fixed,after,12,116,0,65,193,0.09375,1.0,0.17142857142857143
1.1390372378627944e-07,old,before,12,105,0,90,207,0.10256410256410256,1.0,0.18604651162790697
1.1390372378627944e-07,old,after,12,100,0,80,192,0.10714285714285714,1.0,0.1935483870967742
1.1390372378627944e-07,fixed,before,12,122,0,73,207,0.08955223880597014,1.0,0.1643835616438356
1.1390372378627944e-07,fixed,after,12,116,0,64,192,0.09375,1.0,0.17142857142857143
1.15474335871113e-07,old,before,12,104,0,90,206,0.10344827586206896,1.0,0.1875
1.15474335871113e-07,old,after,12,99,0,80,191,0.10810810810810811,1.0,0.1951219512195122
1.15474335871113e-07,fixed,before,12,121,0,73,206,0.09022556390977443,1.0,0.16551724137931034
1.15474335871113e-07,fixed,after,12,115,0,64,191,0.09448818897637795,1.0,0.17266187050359713
1.208000952601651e-07,old,before,12,103,0,90,205,0.10434782608695652,1.0,0.1889763779527559
1.208000952601651e-07,old,after,12,99,0,80,191,0.10810810810810811,1.0,0.1951219512195122
1.208000952601651e-07,fixed,before,12,120,0,73,205,0.09090909090909091,1.0,0.16666666666666666
1.208000952601651e-07,fixed,after,12,115,0,64,191,0.09448818897637795,1.0,0.17266187050359713
1.2778222924225702e-07,old,before,12,103,0,89,204,0.10434782608695652,1.0,0.1889763779527559
1.2778222924225702e-07,old,after,12,99,0,80,191,0.10810810810810811,1.0,0.1951219512195122
1.2778222924225702e-07,fixed,before,12,120,0,72,204,0.09090909090909091,1.0,0.16666666666666666
1.2778222924225702e-07,fixed,after,12,115,0,64,191,0.09448818897637795,1.0,0.17266187050359713
1.2828162709865865e-07,old,before,12,102,0,89,203,0.10526315789473684,1.0,0.19047619047619047
1.2828162709865865e-07,old,after,12,98,0,80,190,0.10909090909090909,1.0,0.19672131147540983
1.2828162709865865e-07,fixed,before,12,119,0,72,203,0.0916030534351145,1.0,0.16783216783216784
1.2828162709865865e-07,fixed,after,12,114,0,64,190,0.09523809523809523,1.0,0.17391304347826086
1.3394669906574563e-07,old,before,12,101,0,89,202,0.10619469026548672,1.0,0.192
1.3394669906574563e-07,old,after,12,98,0,80,190,0.10909090909090909,1.0,0.19672131147540983
1.3394669906574563e-07,fixed,before,12,118,0,72,202,0.09230769230769231,1.0,0.16901408450704225
1.3394669906574563e-07,fixed,after,12,114,0,64,190,0.09523809523809523,1.0,0.17391304347826086
1.3405608001448854e-07,old,before,12,101,0,88,201,0.10619469026548672,1.0,0.192
1.3405608001448854e-07,old,after,12,98,0,79,189,0.10909090909090909,1.0,0.19672131147540983
1.3405608001448854e-07,fixed,before,12,118,0,71,201,0.09230769230769231,1.0,0.16901408450704225
1.3405608001448854e-07,fixed,after,12,114,0,63,189,0.09523809523809523,1.0,0.17391304347826086
1.7884553926705848e-07,old,before,12,101,0,87,200,0.10619469026548672,1.0,0.192
1.7884553926705848e-07,old,after,12,98,0,78,188,0.10909090909090909,1.0,0.19672131147540983
1.7884553926705848e-07,fixed,before,12,118,0,70,200,0.09230769230769231,1.0,0.16901408450704225
1.7884553926705848e-07,fixed,after,12,114,0,62,188,0.09523809523809523,1.0,0.17391304347826086
2.0121380828186375e-07,old,before,12,100,0,87,199,0.10714285714285714,1.0,0.1935483870967742
2.0121380828186375e-07,old,after,12,97,0,78,187,0.11009174311926606,1.0,0.19834710743801653
2.0121380828186375e-07,fixed,before,12,117,0,70,199,0.09302325581395349,1.0,0.1702127659574468
2.0121380828186375e-07,fixed,after,12,113,0,62,187,0.096,1.0,0.17518248175182483
2.0423067326191813e-07,old,before,12,100,0,86,198,0.10714285714285714,1.0,0.1935483870967742
2.0423067326191813e-07,old,after,12,97,0,78,187,0.11009174311926606,1.0,0.19834710743801653
2.0423067326191813e-07,fixed,before,12,117,0,69,198,0.09302325581395349,1.0,0.1702127659574468
2.0423067326191813e-07,fixed,after,12,113,0,62,187,0.096,1.0,0.17518248175182483
2.090634865226093e-07,old,before,12,99,0,86,197,0.10810810810810811,1.0,0.1951219512195122
2.090634865226093e-07,old,after,12,96,0,78,186,0.1111111111111111,1.0,0.2
2.090634865226093e-07,fixed,before,12,116,0,69,197,0.09375,1.0,0.17142857142857143
2.090634865226093e-07,fixed,after,12,112,0,62,186,0.0967741935483871,1.0,0.17647058823529413
2.141589021675827e-07,old,before,12,99,0,85,196,0.10810810810810811,1.0,0.1951219512195122
2.141589021675827e-07,old,after,12,96,0,77,185,0.1111111111111111,1.0,0.2
2.141589021675827e-07,fixed,before,12,116,0,68,196,0.09375,1.0,0.17142857142857143
2.141589021675827e-07,fixed,after,12,112,0,61,185,0.0967741935483871,1.0,0.17647058823529413
2.1993321297486546e-07,old,before,12,99,0,84,195,0.10810810810810811,1.0,0.1951219512195122
2.1993321297486546e-07,old,after,12,96,0,76,184,0.1111111111111111,1.0,0.2
2.1993321297486546e-07,fixed,before,12,116,0,67,195,0.09375,1.0,0.17142857142857143
2.1993321297486546e-07,fixed,after,12,112,0,60,184,0.0967741935483871,1.0,0.17647058823529413
2.410251624951343e-07,old,before,12,99,0,83,194,0.10810810810810811,1.0,0.1951219512195122
2.410251624951343e-07,old,after,12,96,0,75,183,0.1111111111111111,1.0,0.2
2.410251624951343e-07,fixed,before,12,116,0,66,194,0.09375,1.0,0.17142857142857143
2.410251624951343e-07,fixed,after,12,112,0,59,183,0.0967741935483871,1.0,0.17647058823529413
2.6004849473793e-07,old,before,12,98,0,83,193,0.10909090909090909,1.0,0.19672131147540983
2.6004849473793e-07,old,after,12,95,0,75,182,0.11214953271028037,1.0,0.20168067226890757
2.6004849473793e-07,fixed,before,12,115,0,66,193,0.09448818897637795,1.0,0.17266187050359713
2.6004849473793e-07,fixed,after,12,111,0,59,182,0.0975609756097561,1.0,0.17777777777777778
2.6855036594497506e-07,old,before,12,97,0,83,192,0.11009174311926606,1.0,0.19834710743801653
2.6855036594497506e-07,old,after,12,94,0,75,181,0.11320754716981132,1.0,0.2033898305084746
