check,passed
prior_geometry_corrective_pass,True
parameter_count_unchanged,True
frozen_support_radius_is_four,True
synthetic_tokens_are_distinct,True
real_tokens_are_distinct,True
synthetic_wrap_rotation_exact,True
real_rotation_exact,True
deterministic_repeat_exact,True
full_real_loss_and_all_gradients_valid,True
zero_optimizer_checkpoint_validation_test_graph,True
