seed,epoch,train_total_loss,validation_total_loss,event_macro_f1,axis_mean_error_deg,association_top1_precision,width_mae_m,height_mae_m,slope_mae_deg,curvature_mae_per_m
1,11,1.649057552983115,1.9323931591565937,0.598646886872338,5.873824119567871,0.9768411967779056,0.8709814430143947,0.3989882470554535,3.0398155859881006,0.005566198689775215
1,12,1.5667881370557102,1.9161310917211665,0.6151857341297323,5.582359790802002,0.9787111622554661,0.8708630267679015,0.4054182834518996,3.050215353960691,0.004566598064998274
1,13,1.5544643158454543,2.0068105771198326,0.6072658346797672,6.057812213897705,0.97885500575374,0.8005399403730471,0.3859045291158473,3.0355818976697875,0.00444655634743654
1,14,1.518984926973951,1.9012093729043413,0.6295131004938631,5.771538734436035,0.977560414269275,0.8657105926929219,0.40050357789483687,2.974960391085396,0.004525588187102392
1,15,1.4186979885432118,1.8731779460938756,0.6362909035951364,5.435632228851318,0.9801495972382048,0.8269741610052267,0.40777514815601046,2.956920304406392,0.0045755277969160586
1,16,1.4159892286075255,1.9278578067822933,0.6253217474996026,5.507404804229736,0.9789988492520139,0.8017885365140839,0.38104111191560885,2.974142133063886,0.004578959309195139
1,17,1.3742544799585281,1.9530541927960097,0.6597862535623318,5.327882766723633,0.9771288837744534,0.933920315867826,0.4303477421676544,2.9596413250654074,0.004424553171108442
1,18,1.3720291219689322,1.9002039621412563,0.65812866914588,5.432604789733887,0.9801495972382048,0.8194327030768216,0.3890027978234815,2.9665642673547636,0.004416130946717798
1,19,1.3579450304097618,1.8926859268835332,0.6141937597894059,5.405001163482666,0.9778481012658228,0.8618784066104437,0.3714904406598506,2.9521769639876707,0.00441900375804374
1,20,1.3391819515190682,1.9697962957068482,0.6258082140171118,5.230307579040527,0.9801495972382048,0.8011288221236084,0.3894303519577741,2.929523037300799,0.0047069587512151186
1,21,1.3048087364294965,1.7794334912044751,0.6211488385193036,5.350216865539551,0.9792865362485615,0.8829873704605307,0.38027635727416664,2.9297804487432835,0.004668783594762574
1,22,1.2865602532954654,1.829008341707882,0.6657615276594175,5.483267307281494,0.9791426927502876,0.7998861287287985,0.376791339572838,2.939704423133589,0.00459972546010169
1,23,1.2796019857486114,1.87159395645279,0.6390448981189127,5.240878105163574,0.9791426927502876,0.7371744225535266,0.3706219386090341,2.914916080540038,0.004410367762722765
1,24,1.2147073205928567,1.9342736294668972,0.6377265220676489,5.222836494445801,0.9787111622554661,0.759324089335195,0.368474134622664,2.9351828070422163,0.004392992194939026
1,25,1.2267024383824445,1.8635881117920232,0.6520127397984841,5.1896209716796875,0.9797180667433832,0.9112824591307486,0.4207198613447973,2.890652800101445,0.004598854784436866
1,26,1.2356245688182457,1.818347445189558,0.6746556075651017,5.0460638999938965,0.9781357882623706,0.7224206340467902,0.37239527323577043,2.877469207910883,0.00441592232558784
1,27,1.050608377999344,1.7838992532359423,0.6382208493489058,5.027278900146484,0.9794303797468354,0.7681302225857831,0.3691498632649429,2.88258010225512,0.004255630114308344
2,1,4.604296013106305,3.158621672655729,0.5219596591064047,9.622934341430664,0.9633199079401611,1.216856652179747,0.440727068926837,3.1342322822291973,0.005501652559960388
2,2,2.821194914277145,2.800333974776815,0.5588569323032034,8.63608455657959,0.9670598388952819,1.241170452756195,0.4830636258417487,3.1697269068862908,0.005152784972011132
2,3,2.4738459477862436,2.5164263080804017,0.5468145211203652,8.934480667114258,0.970512082853855,1.1865885760333088,0.42569229443933587,3.1742495400431343,0.005789668282886702
2,4,2.2830845581758763,2.473618921718187,0.5954372689967209,7.115293502807617,0.9700805523590333,1.1272386865318744,0.45222809454916135,3.189472525032648,0.005022730435571475
2,5,2.137287483150774,2.444190415452248,0.631742808970666,6.738310813903809,0.9726697353279632,1.0239842637780034,0.42006416824495074,3.0608284892323225,0.004691738455296147
2,6,2.0341327831990452,2.318363811815568,0.5508583816189618,6.359645366668701,0.974108170310702,1.0483466060033209,0.4225362530978458,3.087930917759361,0.00508045953389386
2,7,1.9371771600737064,2.2061575484308955,0.6139942450252722,6.2952799797058105,0.9751150747986191,0.9871485898045625,0.40413498190818237,3.011023718146445,0.004642386405176177
2,8,1.815862257541352,2.125441672225759,0.6336613566263045,6.605238437652588,0.9752589182968929,0.9747822760945378,0.4259693540050144,3.015272678976875,0.004627589516779669
2,9,1.7744921504204145,2.1475763544312345,0.6389347803559174,6.208579063415527,0.9738204833141542,0.9738695317404723,0.38994914149903553,3.0882176591119803,0.004660306303326277
2,10,1.70923388799397,1.9776260097655862,0.6413891558380449,6.004108905792236,0.9752589182968929,1.0017553484904684,0.4271574999048018,3.031298498834069,0.004430812388578115
2,11,1.6685397626575829,2.0600342965897958,0.5877242530760648,5.83482551574707,0.9736766398158804,1.0195329465053489,0.4159261381205564,3.0225207790623956,0.004423630089189072
2,12,1.6336071876289373,1.9916364282318444,0.594186303108941,5.953392028808594,0.9781357882623706,0.9246638737783398,0.3989344429817302,2.9897333219526794,0.004532976704503049
2,13,1.5823513561278912,1.914080364868263,0.6305518584978265,5.574588775634766,0.9762658227848101,0.8520616945739331,0.3781833775392237,2.979679786645326,0.0045009856572594455
2,14,1.5397399490934005,1.9879912521948107,0.6375281272787632,5.49220609664917,0.9774165707710012,0.8783060408730543,0.38178456272812317,2.9710449556836163,0.004517123403455433
2,15,1.5038638689364425,1.943111431241942,0.6421521034789732,5.617785930633545,0.9766973532796318,0.7887249509993597,0.3669612921511534,2.9997790011232146,0.0052648828696974575
2,16,1.4480088342473414,1.9926181827783682,0.6479989350209625,5.570329666137695,0.9758342922899885,0.8126864267030106,0.3687148899891363,2.9865194708510945,0.0043620551846401835
2,17,1.4304325403920983,1.9436793973718598,0.6222852371775807,5.562195777893066,0.9762658227848101,0.7946778329101966,0.3847422763296371,3.006736581025924,0.004363280723216966
2,18,1.4092029006551026,1.8941170537562413,0.6086874773798033,5.395400047302246,0.9758342922899885,0.7762167499905054,0.36745120607899073,2.9863930406618,0.004465979291030951
2,19,1.3689083364103818,1.908076014405971,0.6183296793684409,5.5170135498046875,0.9781357882623706,0.7594918804511056,0.3753604556005567,2.977413860524084,0.004439240044198961
2,20,1.3463378347870003,1.9873360299477347,0.6439127303940255,5.4206414222717285,0.9778481012658228,0.7597054565914493,0.3630494368206675,2.951366173179139,0.004321993693591197
2,21,1.3041772110965093,1.904647801181358,0.6513756319680442,5.179516792297363,0.97885500575374,0.7887902781819225,0.3796425178170524,2.9631781697750834,0.004363290071926019
2,22,1.2878110724003913,1.8644446901445269,0.6475452234223498,5.170332431793213,0.9817318757192175,0.786813949481074,0.36583429765081515,2.9764061847406382,0.0043585321095927195
2,23,1.2536051015620793,1.909927474400777,0.6619899517066709,5.147214412689209,0.9778481012658228,0.7297821644632896,0.37067653064952083,2.939230094487372,0.00440476560410392
2,24,1.2400193393905927,1.8603499564055517,0.6675712552928144,5.16876220703125,0.9789988492520139,0.719963558851037,0.3638898980920035,2.943575751702517,0.004309748354015439
2,25,1.2220714855613009,1.9089712734244244,0.6587667771214155,5.283593654632568,0.97885500575374,0.7764710554024941,0.3760303701153238,2.921719363719949,0.0043085569135254435
2,26,1.203666142819848,1.9084151686919153,0.6643779238960887,5.044488430023193,0.9785673187571922,0.7038884654988548,0.36751249748971354,2.930633180949043,0.004283258776254992
2,27,1.1942020233755353,1.8882525750567543,0.6538980720471609,4.925422191619873,0.979861910241657,0.705142336027485,0.3648740470544663,2.9067125034277694,0.0042920687457700555
2,28,1.1664897295358874,1.907361086304156,0.6426235296754192,4.911525249481201,0.9772727272727273,0.719209633715649,0.365345458244574,2.9586058544826064,0.0043078588481556025
2,29,1.153237478995629,1.9691125152058617,0.6565168177656853,5.0307698249816895,0.9779919447640967,0.7166503963702631,0.36851363657232605,2.9083325935983178,0.004405802288036707
2,30,1.116280552375374,1.8970952146763442,0.6418074081098949,4.841709136962891,0.9800057537399309,0.7357741241581002,0.35820723058072124,2.898914151273192,0.004549589350742834
